i,box_h,pred,conf,illegible,face_px_det,face_px_geo,anchor,face,face_usable
690,103.0,-1,0.4581,True,0.0,11.444444444444445,False,False,False
691,109.0,10,0.3245,False,0.0,12.11111111111111,False,False,False
692,126.0,10,0.3606,False,0.0,14.0,False,False,False
693,121.0,20,0.5927,False,0.0,13.444444444444443,False,False,False
694,145.0,29,0.2555,False,0.0,16.11111111111111,False,False,False
695,106.0,-1,0.3189,True,0.0,11.777777777777777,False,False,False
696,105.0,-1,0.6023,True,0.0,11.666666666666666,False,False,False
697,101.0,10,0.4089,False,0.0,11.222222222222221,False,False,False
698,101.0,10,0.7055,False,22.333333333333332,11.222222222222221,True,True,False
699,115.0,29,0.1627,False,0.0,12.777777777777777,False,False,False
700,105.0,23,0.2236,False,0.0,11.666666666666666,False,False,False
701,116.0,-1,0.3186,True,0.0,12.888888888888888,False,False,False
702,121.0,10,0.7308,False,0.0,13.444444444444443,True,False,False
703,102.0,23,0.3465,False,0.0,11.333333333333332,False,False,False
704,101.0,-1,0.3701,True,0.0,11.222222222222221,False,False,False
705,127.0,10,0.3413,False,0.0,14.11111111111111,False,False,False
706,101.0,10,0.3405,False,0.0,11.222222222222221,False,False,False
707,101.0,10,0.2586,False,0.0,11.222222222222221,False,False,False
708,102.0,-1,0.3983,True,0.0,11.333333333333332,False,False,False
709,119.0,28,0.4109,False,0.0,13.222222222222221,False,False,False
710,107.0,4,0.2069,False,0.0,11.888888888888888,False,False,False
711,106.0,20,0.3794,False,0.0,11.777777777777777,False,False,False
712,101.0,10,0.189,False,0.0,11.222222222222221,False,False,False
713,114.0,20,0.479,False,0.0,12.666666666666666,False,False,False
714,108.0,29,0.2824,False,0.0,12.0,False,False,False
715,111.0,20,0.4668,False,0.0,12.333333333333332,False,False,False
716,115.0,20,0.9149,False,0.0,12.777777777777777,True,False,False
717,106.0,20,0.5811,False,0.0,11.777777777777777,False,False,False
718,102.0,23,0.7399,False,0.0,11.333333333333332,True,False,False
719,105.0,30,0.6738,False,0.0,11.666666666666666,False,False,False
720,106.0,28,0.3483,False,0.0,11.777777777777777,False,False,False
721,102.0,30,0.299,False,27.666666666666668,11.333333333333332,False,True,False
722,103.0,30,0.4779,False,28.0,11.444444444444445,False,True,False
723,107.0,20,0.5848,False,0.0,11.888888888888888,False,False,False
724,105.0,24,0.3631,False,0.0,11.666666666666666,False,False,False
725,106.0,20,0.4613,False,0.0,11.777777777777777,False,False,False
726,105.0,23,0.5974,False,0.0,11.666666666666666,False,False,False
727,100.0,11,0.2258,False,0.0,11.11111111111111,False,False,False
728,112.0,20,0.4566,False,0.0,12.444444444444443,False,False,False
729,102.0,23,0.8732,False,0.0,11.333333333333332,True,False,False
730,125.0,30,0.2137,False,0.0,13.888888888888888,False,False,False
731,133.0,29,0.1804,False,0.0,14.777777777777777,False,False,False
732,105.0,-1,0.4154,True,0.0,11.666666666666666,False,False,False
733,117.0,20,0.3682,False,0.0,13.0,False,False,False
734,110.0,20,0.7736,False,0.0,12.222222222222221,True,False,False
735,107.0,20,0.4496,False,0.0,11.888888888888888,False,False,False
736,130.0,14,0.2579,False,0.0,14.444444444444443,False,False,False
737,100.0,10,0.2658,False,0.0,11.11111111111111,False,False,False
738,103.0,-1,0.3624,True,0.0,11.444444444444445,False,False,False
739,104.0,-1,0.5283,True,0.0,11.555555555555555,False,False,False
740,103.0,-1,0.2505,True,0.0,11.444444444444445,False,False,False
741,111.0,20,0.5347,False,0.0,12.333333333333332,False,False,False
742,104.0,23,0.5094,False,0.0,11.555555555555555,False,False,False
743,101.0,25,0.2305,False,0.0,11.222222222222221,False,False,False
744,108.0,20,0.2912,False,0.0,12.0,False,False,False
745,102.0,20,0.419,False,0.0,11.333333333333332,False,False,False
746,101.0,5,0.1962,False,0.0,11.222222222222221,False,False,False
747,104.0,23,0.3288,False,0.0,11.555555555555555,False,False,False
748,102.0,20,0.9456,False,0.0,11.333333333333332,True,False,False
749,113.0,20,0.5749,False,0.0,12.555555555555555,False,False,False
750,105.0,23,0.2721,False,0.0,11.666666666666666,False,False,False
751,110.0,20,0.544,False,0.0,12.222222222222221,False,False,False
752,106.0,20,0.6483,False,0.0,11.777777777777777,False,False,False
753,100.0,-1,0.2749,True,26.333333333333332,11.11111111111111,False,True,False
754,100.0,33,0.7199,False,0.0,11.11111111111111,True,False,False
755,107.0,20,0.6288,False,0.0,11.888888888888888,False,False,False
756,107.0,11,0.8666,False,0.0,11.888888888888888,True,False,False
757,108.0,20,0.8363,False,0.0,12.0,True,False,False
758,100.0,20,0.7326,False,0.0,11.11111111111111,True,False,False
759,105.0,20,0.5574,False,0.0,11.666666666666666,False,False,False
760,104.0,20,0.2674,False,0.0,11.555555555555555,False,False,False
761,102.0,10,0.6158,False,0.0,11.333333333333332,False,False,False
762,109.0,33,0.3133,False,0.0,12.11111111111111,False,False,False
763,111.0,11,0.7345,False,0.0,12.333333333333332,True,False,False
764,104.0,20,0.537,False,0.0,11.555555555555555,False,False,False
765,103.0,29,0.2078,False,0.0,11.444444444444445,False,False,False
766,106.0,20,0.8645,False,0.0,11.777777777777777,True,False,False
767,104.0,-1,0.1945,True,0.0,11.555555555555555,False,False,False
768,114.0,33,0.4158,False,0.0,12.666666666666666,False,False,False
769,102.0,11,0.3365,False,0.0,11.333333333333332,False,False,False
770,111.0,20,0.5684,False,0.0,12.333333333333332,False,False,False
771,116.0,11,0.6257,False,0.0,12.888888888888888,False,False,False
772,124.0,20,0.5338,False,0.0,13.777777777777777,False,False,False
773,101.0,20,0.6831,False,0.0,11.222222222222221,False,False,False
774,108.0,-1,0.2564,True,0.0,12.0,False,False,False
775,117.0,33,0.3946,False,0.0,13.0,False,False,False
776,100.0,11,0.5311,False,0.0,11.11111111111111,False,False,False
777,121.0,20,0.6976,False,0.0,13.444444444444443,False,False,False
778,114.0,20,0.4603,False,0.0,12.666666666666666,False,False,False
779,107.0,33,0.4277,False,0.0,11.888888888888888,False,False,False
780,107.0,10,0.7469,False,0.0,11.888888888888888,True,False,False
781,100.0,-1,0.4397,True,0.0,11.11111111111111,False,False,False
782,107.0,10,0.2435,False,0.0,11.888888888888888,False,False,False
783,109.0,33,0.3753,False,0.0,12.11111111111111,False,False,False
784,102.0,11,0.1524,False,0.0,11.333333333333332,False,False,False
785,106.0,11,0.7576,False,0.0,11.777777777777777,True,False,False
786,107.0,11,0.9388,False,0.0,11.888888888888888,True,False,False
787,110.0,33,0.1949,False,0.0,12.222222222222221,False,False,False
788,103.0,-1,0.3631,True,0.0,11.444444444444445,False,False,False
789,100.0,11,0.7197,False,0.0,11.11111111111111,True,False,False
790,101.0,-1,0.676,True,0.0,11.222222222222221,False,False,False
791,102.0,11,0.6218,False,0.0,11.333333333333332,False,False,False
792,124.0,8,0.48,False,0.0,13.777777777777777,False,False,False
793,107.0,11,0.5891,False,0.0,11.888888888888888,False,False,False
794,104.0,11,0.5537,False,0.0,11.555555555555555,False,False,False
795,106.0,33,0.4305,False,0.0,11.777777777777777,False,False,False
796,100.0,10,0.2232,False,0.0,11.11111111111111,False,False,False
797,105.0,-1,0.3719,True,36.0,11.666666666666666,False,True,False
798,101.0,20,0.8567,False,0.0,11.222222222222221,True,False,False
799,122.0,20,0.2803,False,0.0,13.555555555555555,False,False,False
800,105.0,33,0.3596,False,0.0,11.666666666666666,False,False,False
801,110.0,-1,0.4195,True,0.0,12.222222222222221,False,False,False
802,109.0,33,0.0799,False,0.0,12.11111111111111,False,False,False
803,100.0,4,0.1217,False,0.0,11.11111111111111,False,False,False
804,102.0,20,0.3143,False,0.0,11.333333333333332,False,False,False
805,125.0,31,0.1474,False,14.333333333333334,13.888888888888888,False,True,False
806,102.0,20,0.7749,False,0.0,11.333333333333332,True,False,False
807,100.0,29,0.8819,False,0.0,11.11111111111111,True,False,False
808,125.0,23,0.1587,False,0.0,13.888888888888888,False,False,False
809,102.0,20,0.3733,False,0.0,11.333333333333332,False,False,False
810,103.0,20,0.3459,False,0.0,11.444444444444445,False,False,False
811,129.0,24,0.6696,False,0.0,14.333333333333332,False,False,False
812,104.0,33,0.2859,False,0.0,11.555555555555555,False,False,False
813,131.0,24,0.4959,False,0.0,14.555555555555555,False,False,False
814,103.0,20,0.8107,False,0.0,11.444444444444445,True,False,False
815,133.0,24,0.4032,False,0.0,14.777777777777777,False,False,False
816,110.0,33,0.1642,False,0.0,12.222222222222221,False,False,False
817,100.0,29,0.3411,False,0.0,11.11111111111111,False,False,False
818,105.0,29,0.2673,False,0.0,11.666666666666666,False,False,False
819,132.0,24,0.5906,False,0.0,14.666666666666666,False,False,False
820,104.0,-1,0.5955,True,0.0,11.555555555555555,False,False,False
821,103.0,20,0.3677,False,0.0,11.444444444444445,False,False,False
822,107.0,7,0.0808,False,0.0,11.888888888888888,False,False,False
823,103.0,20,0.2298,False,0.0,11.444444444444445,False,False,False
824,136.0,24,0.5886,False,0.0,15.11111111111111,False,False,False
825,101.0,23,0.5595,False,0.0,11.222222222222221,False,False,False
826,111.0,20,0.709,False,0.0,12.333333333333332,True,False,False
827,105.0,29,0.6041,False,0.0,11.666666666666666,False,False,False
828,136.0,24,0.5275,False,0.0,15.11111111111111,False,False,False
829,101.0,20,0.3294,False,0.0,11.222222222222221,False,False,False
830,106.0,20,0.2595,False,0.0,11.777777777777777,False,False,False
831,103.0,29,0.5451,False,0.0,11.444444444444445,False,False,False
832,138.0,24,0.7912,False,0.0,15.333333333333332,True,False,False
833,104.0,3,0.2069,False,0.0,11.555555555555555,False,False,False
834,101.0,23,0.4615,False,0.0,11.222222222222221,False,False,False
835,101.0,4,0.5646,False,0.0,11.222222222222221,False,False,False
836,144.0,24,0.4037,False,0.0,16.0,False,False,False
837,101.0,20,0.3153,False,0.0,11.222222222222221,False,False,False
838,102.0,20,0.5697,False,0.0,11.333333333333332,False,False,False
839,106.0,29,0.7789,False,0.0,11.777777777777777,True,False,False
840,113.0,-1,0.7065,True,0.0,12.555555555555555,False,False,False
841,105.0,29,0.5224,False,0.0,11.666666666666666,False,False,False
842,108.0,20,0.3509,False,0.0,12.0,False,False,False
843,139.0,24,0.5739,False,0.0,15.444444444444443,False,False,False
844,101.0,29,0.5825,False,18.0,11.222222222222221,False,True,False
845,101.0,33,0.4092,False,0.0,11.222222222222221,False,False,False
846,102.0,23,0.1106,False,0.0,11.333333333333332,False,False,False
847,105.0,20,0.1654,False,0.0,11.666666666666666,False,False,False
848,123.0,-1,0.3689,True,0.0,13.666666666666666,False,False,False
849,105.0,20,0.6986,False,0.0,11.666666666666666,False,False,False
850,113.0,10,0.2651,False,0.0,12.555555555555555,False,False,False
851,119.0,20,0.7303,False,0.0,13.222222222222221,True,False,False
852,115.0,20,0.2996,False,0.0,12.777777777777777,False,False,False
853,110.0,20,0.7362,False,0.0,12.222222222222221,True,False,False
854,106.0,10,0.7163,False,0.0,11.777777777777777,True,False,False
855,110.0,10,0.4684,False,0.0,12.222222222222221,False,False,False
856,115.0,20,0.6524,False,0.0,12.777777777777777,False,False,False
857,106.0,33,0.4207,False,0.0,11.777777777777777,False,False,False
858,112.0,20,0.9164,False,0.0,12.444444444444443,True,False,False
859,112.0,10,0.5908,False,0.0,12.444444444444443,False,False,False
860,110.0,11,0.3845,False,0.0,12.222222222222221,False,False,False
861,113.0,10,0.4861,False,0.0,12.555555555555555,False,False,False
862,127.0,20,0.8903,False,0.0,14.11111111111111,True,False,False
863,103.0,20,0.5447,False,0.0,11.444444444444445,False,False,False
864,106.0,20,0.9081,False,0.0,11.777777777777777,True,False,False
865,115.0,20,0.2097,False,0.0,12.777777777777777,False,False,False
866,115.0,10,0.332,False,0.0,12.777777777777777,False,False,False
867,115.0,10,0.4618,False,0.0,12.777777777777777,False,False,False
868,133.0,20,0.4887,False,0.0,14.777777777777777,False,False,False
869,142.0,20,0.929,False,0.0,15.777777777777777,True,False,False
870,136.0,20,0.4416,False,0.0,15.11111111111111,False,False,False
871,101.0,20,0.4772,False,0.0,11.222222222222221,False,False,False
872,100.0,29,0.3159,False,0.0,11.11111111111111,False,False,False
873,100.0,20,0.9425,False,0.0,11.11111111111111,True,False,False
874,119.0,-1,0.2598,True,0.0,13.222222222222221,False,False,False
875,134.0,10,0.4498,False,0.0,14.888888888888888,False,False,False
876,119.0,11,0.3912,False,0.0,13.222222222222221,False,False,False
877,148.0,31,0.1844,False,0.0,16.444444444444443,False,False,False
878,139.0,20,0.8511,False,0.0,15.444444444444443,True,False,False
879,107.0,20,0.5942,False,0.0,11.888888888888888,False,False,False
880,120.0,10,0.2681,False,0.0,13.333333333333332,False,False,False
881,120.0,20,0.1984,False,0.0,13.333333333333332,False,False,False
882,146.0,20,0.5897,False,25.0,16.22222222222222,False,True,False
883,101.0,20,0.8792,False,0.0,11.222222222222221,True,False,False
884,105.0,36,0.3535,False,0.0,11.666666666666666,False,False,False
885,127.0,33,0.2833,False,0.0,14.11111111111111,False,False,False
886,115.0,10,0.2851,False,0.0,12.777777777777777,False,False,False
887,116.0,10,0.268,False,0.0,12.888888888888888,False,False,False
888,136.0,8,0.8716,False,0.0,15.11111111111111,True,False,False
889,140.0,20,0.2775,False,0.0,15.555555555555555,False,False,False
890,110.0,20,0.796,False,0.0,12.222222222222221,True,False,False
891,109.0,10,0.2272,False,0.0,12.11111111111111,False,False,False
892,113.0,10,0.2167,False,0.0,12.555555555555555,False,False,False
893,109.0,10,0.701,False,17.666666666666668,12.11111111111111,True,True,False
894,143.0,10,0.3346,False,0.0,15.888888888888888,False,False,False
895,145.0,11,0.3386,False,0.0,16.11111111111111,False,False,False
896,141.0,8,0.9126,False,0.0,15.666666666666666,True,False,False
897,101.0,36,0.2368,False,0.0,11.222222222222221,False,False,False
898,136.0,20,0.7602,False,0.0,15.11111111111111,True,False,False
899,158.0,10,0.1758,False,0.0,17.555555555555554,False,False,False
900,131.0,11,0.263,False,0.0,14.555555555555555,False,False,False
901,140.0,8,0.6827,False,16.0,15.555555555555555,False,True,False
902,109.0,23,0.4099,False,0.0,12.11111111111111,False,False,False
903,138.0,23,0.1446,False,0.0,15.333333333333332,False,False,False
904,128.0,10,0.3047,False,0.0,14.222222222222221,False,False,False
905,103.0,24,0.4539,False,0.0,11.444444444444445,False,False,False
906,108.0,20,0.9304,False,0.0,12.0,True,False,False
907,129.0,28,0.4794,False,0.0,14.333333333333332,False,False,False
908,106.0,20,0.7026,False,0.0,11.777777777777777,True,False,False
909,107.0,-1,0.2608,True,0.0,11.888888888888888,False,False,False
910,156.0,8,0.9336,False,15.333333333333334,17.333333333333332,True,True,False
911,108.0,10,0.2477,False,0.0,12.0,False,False,False
912,155.0,14,0.2799,False,32.666666666666664,17.22222222222222,False,True,False
913,107.0,24,0.3273,False,0.0,11.888888888888888,False,False,False
914,126.0,36,0.2241,False,30.333333333333332,14.0,False,True,False
915,110.0,20,0.5901,False,0.0,12.222222222222221,False,False,False
916,127.0,29,0.5558,False,0.0,14.11111111111111,False,False,False
917,164.0,10,0.3379,False,0.0,18.22222222222222,False,False,False
918,146.0,8,0.8575,False,0.0,16.22222222222222,True,False,False
919,104.0,23,0.478,False,0.0,11.555555555555555,False,False,False
920,115.0,20,0.5386,False,0.0,12.777777777777777,False,False,False
921,109.0,10,0.4982,False,0.0,12.11111111111111,False,False,False
922,129.0,30,0.4571,False,0.0,14.333333333333332,False,False,False
923,126.0,30,0.4941,False,0.0,14.0,False,False,False
924,157.0,10,0.5239,False,0.0,17.444444444444443,False,False,False
925,103.0,10,0.4304,False,0.0,11.444444444444445,False,False,False
926,152.0,8,0.9634,False,0.0,16.88888888888889,True,False,False
927,121.0,23,0.1992,False,21.0,13.444444444444443,False,True,False
928,108.0,20,0.8923,False,0.0,12.0,True,False,False
929,115.0,30,0.2601,False,0.0,12.777777777777777,False,False,False
930,128.0,30,0.4008,False,0.0,14.222222222222221,False,False,False
931,117.0,29,0.4095,False,20.0,13.0,False,True,False
932,143.0,11,0.4358,False,0.0,15.888888888888888,False,False,False
933,154.0,8,0.9153,False,0.0,17.11111111111111,True,False,False
934,106.0,10,0.3074,False,0.0,11.777777777777777,False,False,False
935,152.0,10,0.3074,False,0.0,16.88888888888889,False,False,False
936,104.0,29,0.707,False,18.333333333333332,11.555555555555555,True,True,False
937,120.0,23,0.3157,False,0.0,13.333333333333332,False,False,False
938,122.0,20,0.5308,False,0.0,13.555555555555555,False,False,False
939,131.0,36,0.439,False,0.0,14.555555555555555,False,False,False
940,155.0,10,0.3683,False,0.0,17.22222222222222,False,False,False
941,104.0,10,0.8582,False,0.0,11.555555555555555,True,False,False
942,151.0,8,0.9195,False,0.0,16.77777777777778,True,False,False
943,131.0,23,0.459,False,0.0,14.555555555555555,False,False,False
944,108.0,20,0.7717,False,0.0,12.0,True,False,False
945,104.0,29,0.952,False,0.0,11.555555555555555,True,False,False
946,128.0,30,0.3213,False,0.0,14.222222222222221,False,False,False
947,121.0,29,0.1378,False,0.0,13.444444444444443,False,False,False
948,126.0,10,0.2255,False,0.0,14.0,False,False,False
949,159.0,8,0.7633,False,0.0,17.666666666666664,True,False,False
950,153.0,20,0.2406,False,0.0,17.0,False,False,False
951,119.0,11,0.5121,False,0.0,13.222222222222221,False,False,False
952,106.0,11,0.2178,False,0.0,11.777777777777777,False,False,False
953,104.0,29,0.8788,False,0.0,11.555555555555555,True,False,False
954,108.0,20,0.7868,False,0.0,12.0,True,False,False
955,101.0,20,0.5466,False,0.0,11.222222222222221,False,False,False
956,123.0,23,0.3566,False,0.0,13.666666666666666,False,False,False
957,107.0,20,0.7903,False,0.0,11.888888888888888,True,False,False
958,109.0,33,0.407,False,0.0,12.11111111111111,False,False,False
959,103.0,10,0.5386,False,0.0,11.444444444444445,False,False,False
960,105.0,29,0.7373,False,0.0,11.666666666666666,True,False,False
961,117.0,10,0.2354,False,0.0,13.0,False,False,False
962,111.0,20,0.902,False,0.0,12.333333333333332,True,False,False
963,105.0,20,0.7639,False,0.0,11.666666666666666,True,False,False
964,103.0,23,0.7766,False,0.0,11.444444444444445,True,False,False
965,108.0,20,0.4856,False,0.0,12.0,False,False,False
966,107.0,10,0.3811,False,0.0,11.888888888888888,False,False,False
967,101.0,10,0.3515,False,0.0,11.222222222222221,False,False,False
968,110.0,29,0.4587,False,0.0,12.222222222222221,False,False,False
969,113.0,20,0.5638,False,0.0,12.555555555555555,False,False,False
970,123.0,10,0.4038,False,0.0,13.666666666666666,False,False,False
971,103.0,-1,0.3276,True,0.0,11.444444444444445,False,False,False
972,110.0,24,0.1603,False,0.0,12.222222222222221,False,False,False
973,137.0,24,0.324,False,0.0,15.222222222222221,False,False,False
974,100.0,23,0.4705,False,0.0,11.11111111111111,False,False,False
975,102.0,-1,0.5618,True,0.0,11.333333333333332,False,False,False
976,107.0,30,0.2111,False,0.0,11.888888888888888,False,False,False
977,111.0,20,0.7218,False,0.0,12.333333333333332,True,False,False
978,104.0,4,0.2329,False,0.0,11.555555555555555,False,False,False
979,109.0,10,0.4797,False,0.0,12.11111111111111,False,False,False
980,149.0,11,0.1689,False,0.0,16.555555555555554,False,False,False
981,102.0,11,0.1386,False,0.0,11.333333333333332,False,False,False
982,120.0,24,0.3334,False,0.0,13.333333333333332,False,False,False
983,102.0,-1,0.427,True,0.0,11.333333333333332,False,False,False
984,151.0,29,0.1533,False,0.0,16.77777777777778,False,False,False
985,151.0,10,0.2587,False,0.0,16.77777777777778,False,False,False
986,113.0,-1,0.3685,True,0.0,12.555555555555555,False,False,False
987,101.0,10,0.333,False,0.0,11.222222222222221,False,False,False
988,106.0,20,0.7311,False,0.0,11.777777777777777,True,False,False
989,121.0,24,0.7637,False,0.0,13.444444444444443,True,False,False
990,142.0,29,0.6754,False,0.0,15.777777777777777,False,False,False
991,145.0,10,0.5866,False,0.0,16.11111111111111,False,False,False
992,114.0,20,0.6929,False,0.0,12.666666666666666,False,False,False
993,105.0,10,0.8207,False,0.0,11.666666666666666,True,False,False
994,100.0,29,0.3188,False,0.0,11.11111111111111,False,False,False
995,143.0,29,0.328,False,0.0,15.888888888888888,False,False,False
996,138.0,36,0.2991,False,0.0,15.333333333333332,False,False,False
997,114.0,24,0.381,False,0.0,12.666666666666666,False,False,False
998,129.0,20,0.7702,False,0.0,14.333333333333332,True,False,False
999,110.0,2,0.2116,False,0.0,12.222222222222221,False,False,False
1000,101.0,24,0.1601,False,0.0,11.222222222222221,False,False,False
1001,125.0,20,0.8295,False,0.0,13.888888888888888,True,False,False
1002,139.0,29,0.2175,False,0.0,15.444444444444443,False,False,False
1003,139.0,10,0.2774,False,0.0,15.444444444444443,False,False,False
1004,104.0,-1,0.2171,True,0.0,11.555555555555555,False,False,False
1005,118.0,20,0.4724,False,0.0,13.11111111111111,False,False,False
1006,132.0,-1,0.3064,True,0.0,14.666666666666666,False,False,False
1007,115.0,-1,0.249,True,0.0,12.777777777777777,False,False,False
1008,125.0,24,0.3478,False,0.0,13.888888888888888,False,False,False
1009,104.0,23,0.4484,False,0.0,11.555555555555555,False,False,False
1010,129.0,29,0.249,False,0.0,14.333333333333332,False,False,False
1011,149.0,36,0.3015,False,0.0,16.555555555555554,False,False,False
1012,111.0,-1,0.341,True,0.0,12.333333333333332,False,False,False
1013,100.0,-1,0.5588,True,0.0,11.11111111111111,False,False,False
1014,150.0,-1,0.3112,True,25.0,16.666666666666664,False,True,False
1015,117.0,20,0.8736,False,0.0,13.0,True,False,False
1016,123.0,20,0.7499,False,0.0,13.666666666666666,True,False,False
1017,141.0,-1,0.2285,True,0.0,15.666666666666666,False,False,False
1018,117.0,-1,0.3728,True,0.0,13.0,False,False,False
1019,114.0,20,0.5025,False,0.0,12.666666666666666,False,False,False
1020,129.0,10,0.2038,False,0.0,14.333333333333332,False,False,False
1021,106.0,10,0.1596,False,0.0,11.777777777777777,False,False,False
1022,147.0,-1,0.3008,True,0.0,16.333333333333332,False,False,False
1023,126.0,36,0.2992,False,0.0,14.0,False,False,False
1024,129.0,4,0.3071,False,0.0,14.333333333333332,False,False,False
1025,118.0,28,0.1463,False,0.0,13.11111111111111,False,False,False
1026,119.0,-1,0.5143,True,0.0,13.222222222222221,False,False,False
1027,151.0,-1,0.2699,True,0.0,16.77777777777778,False,False,False
1028,119.0,20,0.359,False,0.0,13.222222222222221,False,False,False
1029,148.0,-1,0.2546,True,0.0,16.444444444444443,False,False,False
1030,104.0,23,0.4869,False,0.0,11.555555555555555,False,False,False
1031,120.0,10,0.1625,False,0.0,13.333333333333332,False,False,False
1032,120.0,20,0.422,False,0.0,13.333333333333332,False,False,False
1033,167.0,20,0.3034,False,0.0,18.555555555555554,False,False,False
1034,117.0,30,0.4497,False,0.0,13.0,False,False,False
1035,106.0,5,0.2132,False,0.0,11.777777777777777,False,False,False
1036,103.0,20,0.6785,False,0.0,11.444444444444445,False,False,False
1037,124.0,14,0.3373,False,0.0,13.777777777777777,False,False,False
1038,120.0,20,0.9446,False,0.0,13.333333333333332,True,False,False
1039,120.0,11,0.1404,False,0.0,13.333333333333332,False,False,False
1040,100.0,10,0.165,False,0.0,11.11111111111111,False,False,False
1041,101.0,20,0.5097,False,0.0,11.222222222222221,False,False,False
1042,126.0,20,0.8912,False,0.0,14.0,True,False,False
1043,133.0,36,0.1739,False,0.0,14.777777777777777,False,False,False
1044,103.0,20,0.1464,False,0.0,11.444444444444445,False,False,False
1045,108.0,-1,0.3728,True,0.0,12.0,False,False,False
1046,128.0,20,0.6113,False,0.0,14.222222222222221,False,False,False
1047,105.0,24,0.5826,False,0.0,11.666666666666666,False,False,False
1048,127.0,11,0.5018,False,12.0,14.11111111111111,False,True,False
1049,133.0,20,0.979,False,0.0,14.777777777777777,True,False,False
1050,107.0,20,0.4537,False,0.0,11.888888888888888,False,False,False
1051,100.0,-1,0.1819,True,0.0,11.11111111111111,False,False,False
1052,101.0,14,0.2484,False,0.0,11.222222222222221,False,False,False
1053,118.0,-1,0.5618,True,0.0,13.11111111111111,False,False,False
1054,136.0,20,0.7756,False,0.0,15.11111111111111,True,False,False
1055,134.0,11,0.1664,False,0.0,14.888888888888888,False,False,False
1056,100.0,11,0.3069,False,0.0,11.11111111111111,False,False,False
1057,137.0,28,0.2778,False,0.0,15.222222222222221,False,False,False
1058,101.0,10,0.1688,False,0.0,11.222222222222221,False,False,False
1059,146.0,20,0.5874,False,26.0,16.22222222222222,False,True,False
1060,115.0,-1,0.2868,True,0.0,12.777777777777777,False,False,False
1061,139.0,20,0.9711,False,0.0,15.444444444444443,True,False,False
1062,148.0,11,0.3798,False,0.0,16.444444444444443,False,False,False
1063,101.0,10,0.3047,False,0.0,11.222222222222221,False,False,False
1064,100.0,11,0.4064,False,0.0,11.11111111111111,False,False,False
1065,110.0,56,0.2157,False,0.0,12.222222222222221,False,False,False
1066,106.0,14,0.1721,False,0.0,11.777777777777777,False,False,False
1067,105.0,56,0.2671,False,0.0,11.666666666666666,False,False,False
1068,161.0,23,0.2513,False,0.0,17.88888888888889,False,False,False
1069,126.0,20,0.3361,False,0.0,14.0,False,False,False
1070,161.0,20,0.2163,False,0.0,17.88888888888889,False,False,False
1071,107.0,11,0.7297,False,0.0,11.888888888888888,True,False,False
1072,159.0,20,0.4908,False,0.0,17.666666666666664,False,False,False
1073,105.0,-1,0.4616,True,29.666666666666668,11.666666666666666,False,True,False
1074,152.0,20,0.2006,False,0.0,16.88888888888889,False,False,False
1075,124.0,31,0.3622,False,0.0,13.777777777777777,False,False,False
1076,113.0,1,0.1521,False,0.0,12.555555555555555,False,False,False
1077,157.0,23,0.4218,False,0.0,17.444444444444443,False,False,False
1078,154.0,20,0.6651,False,0.0,17.11111111111111,False,False,False
1079,111.0,10,0.2231,False,0.0,12.333333333333332,False,False,False
1080,130.0,34,0.2284,False,0.0,14.444444444444443,False,False,False
1081,111.0,14,0.2118,False,0.0,12.333333333333332,False,False,False
1082,163.0,5,0.2133,False,0.0,18.11111111111111,False,False,False
1083,125.0,34,0.1387,False,0.0,13.888888888888888,False,False,False
1084,160.0,10,0.3084,False,0.0,17.77777777777778,False,False,False
1085,121.0,50,0.434,False,0.0,13.444444444444443,False,False,False
1086,104.0,1,0.2279,False,0.0,11.555555555555555,False,False,False
1087,101.0,-1,0.2581,True,0.0,11.222222222222221,False,False,False
1088,100.0,23,0.3262,False,0.0,11.11111111111111,False,False,False
1089,119.0,23,0.2285,False,0.0,13.222222222222221,False,False,False
1090,117.0,23,0.4132,False,0.0,13.0,False,False,False
1091,118.0,6,0.345,False,0.0,13.11111111111111,False,False,False
1092,157.0,10,0.2254,False,0.0,17.444444444444443,False,False,False
1093,153.0,10,0.3016,False,0.0,17.0,False,False,False
1094,127.0,4,0.1789,False,0.0,14.11111111111111,False,False,False
1095,110.0,-1,0.3573,True,0.0,12.222222222222221,False,False,False
1096,103.0,-1,0.2822,True,0.0,11.444444444444445,False,False,False
1097,102.0,29,0.3885,False,0.0,11.333333333333332,False,False,False
1098,146.0,-1,0.1587,True,0.0,16.22222222222222,False,False,False
1099,120.0,30,0.2386,False,0.0,13.333333333333332,False,False,False
1100,108.0,-1,0.4155,True,0.0,12.0,False,False,False
1101,163.0,23,0.24,False,0.0,18.11111111111111,False,False,False
1102,149.0,10,0.4485,False,0.0,16.555555555555554,False,False,False
1103,128.0,33,0.4375,False,0.0,14.222222222222221,False,False,False
1104,109.0,10,0.5275,False,0.0,12.11111111111111,False,False,False
1105,114.0,-1,0.2482,True,0.0,12.666666666666666,False,False,False
1106,100.0,20,0.4032,False,0.0,11.11111111111111,False,False,False
1107,109.0,-1,0.4662,True,0.0,12.11111111111111,False,False,False
1108,106.0,23,0.586,False,0.0,11.777777777777777,False,False,False
1109,986.0,-1,0.7434,True,0.0,109.55555555555554,False,False,False
1110,1019.0,-1,0.7347,True,0.0,113.22222222222221,False,False,False
