match,chunk,frame,box_h,face_px_geo,face_px_det
manutd_brighton,h1_chunk_003,9965,95.0,10.555555555555555,0.0
manutd_brighton,h1_chunk_003,10675,111.0,12.333333333333332,0.0
manutd_brighton,h1_chunk_003,10720,133.0,14.777777777777777,0.0
manutd_brighton,h1_chunk_003,11110,70.0,7.777777777777778,0.0
manutd_brighton,h1_chunk_003,11165,78.0,8.666666666666666,0.0
manutd_brighton,h1_chunk_003,11420,106.0,11.777777777777777,0.0
manutd_brighton,h1_chunk_003,12345,103.0,11.444444444444445,0.0
manutd_brighton,h1_chunk_003,12435,96.0,10.666666666666666,0.0
manutd_brighton,h1_chunk_003,12565,78.0,8.666666666666666,0.0
manutd_brighton,h1_chunk_003,12715,83.0,9.222222222222221,0.0
manutd_brighton,h1_chunk_003,13950,92.0,10.222222222222221,0.0
manutd_brighton,h1_chunk_003,14050,75.0,8.333333333333332,0.0
manutd_brighton,h1_chunk_003,14290,71.0,7.888888888888888,0.0
manutd_brighton,h1_chunk_003,14350,81.0,9.0,0.0
manutd_brighton,h1_chunk_004,360,91.0,10.11111111111111,0.0
manutd_brighton,h1_chunk_004,445,112.0,12.444444444444443,0.0
manutd_brighton,h1_chunk_004,705,91.0,10.11111111111111,0.0
manutd_brighton,h1_chunk_004,845,100.0,11.11111111111111,0.0
manutd_brighton,h1_chunk_004,940,85.0,9.444444444444445,0.0
manutd_brighton,h1_chunk_004,1370,105.0,11.666666666666666,0.0
manutd_brighton,h1_chunk_004,1405,110.0,12.222222222222221,0.0
manutd_brighton,h1_chunk_004,1515,124.0,13.777777777777777,0.0
manutd_brighton,h1_chunk_004,1840,86.0,9.555555555555555,0.0
manutd_brighton,h1_chunk_004,2005,84.0,9.333333333333332,0.0
manutd_brighton,h1_chunk_004,2190,127.0,14.11111111111111,0.0
manutd_brighton,h1_chunk_004,2325,100.0,11.11111111111111,0.0
manutd_brighton,h1_chunk_004,2415,103.0,11.444444444444445,0.0
manutd_brighton,h1_chunk_004,2465,116.0,12.888888888888888,0.0
manutd_brighton,h1_chunk_004,3075,83.0,9.222222222222221,0.0
manutd_brighton,h1_chunk_004,3280,120.0,13.333333333333332,0.0
manutd_brighton,h1_chunk_004,3530,72.0,8.0,0.0
manutd_brighton,h1_chunk_004,5470,75.0,8.333333333333332,0.0
manutd_brighton,h1_chunk_004,6985,75.0,8.333333333333332,0.0
manutd_brighton,h1_chunk_004,7230,74.0,8.222222222222221,0.0
manutd_brighton,h1_chunk_004,8600,102.0,11.333333333333332,0.0
manutd_brighton,h1_chunk_004,10125,82.0,9.11111111111111,29.666666666666668
manutd_brighton,h1_chunk_004,10165,86.0,9.555555555555555,0.0
manutd_brighton,h1_chunk_004,10260,77.0,8.555555555555555,0.0
manutd_brighton,h1_chunk_004,12235,110.0,12.222222222222221,0.0
manutd_brighton,h1_chunk_004,12325,77.0,8.555555555555555,0.0
manutd_brighton,h1_chunk_004,12445,75.0,8.333333333333332,0.0
manutd_brighton,h1_chunk_004,12480,76.0,8.444444444444445,0.0
manutd_brighton,h1_chunk_004,12515,75.0,8.333333333333332,0.0
manutd_brighton,h1_chunk_004,12575,88.0,9.777777777777777,0.0
manutd_brighton,h1_chunk_004,12655,115.0,12.777777777777777,0.0
manutd_brighton,h1_chunk_004,12715,109.0,12.11111111111111,0.0
manutd_brighton,h1_chunk_004,12755,92.0,10.222222222222221,0.0
manutd_brighton,h1_chunk_004,12785,84.0,9.333333333333332,0.0
manutd_brighton,h1_chunk_004,13005,74.0,8.222222222222221,0.0
manutd_brighton,h1_chunk_004,13040,73.0,8.11111111111111,0.0
manutd_brighton,h1_chunk_004,13110,66.0,7.333333333333333,0.0
manutd_brighton,h1_chunk_004,13145,73.0,8.11111111111111,17.666666666666668
manutd_brighton,h1_chunk_004,13220,85.0,9.444444444444445,0.0
manutd_brighton,h1_chunk_004,13300,106.0,11.777777777777777,0.0
manutd_brighton,h2_chunk_000,230,71.0,7.888888888888888,0.0
manutd_brighton,h2_chunk_000,335,91.0,10.11111111111111,0.0
manutd_brighton,h2_chunk_000,595,79.0,8.777777777777777,0.0
manutd_brighton,h2_chunk_000,1455,100.0,11.11111111111111,0.0
manutd_brighton,h2_chunk_000,2545,66.0,7.333333333333333,0.0
manutd_brighton,h2_chunk_000,2595,74.0,8.222222222222221,0.0
manutd_brighton,h2_chunk_000,2860,86.0,9.555555555555555,0.0
manutd_brighton,h2_chunk_000,3010,73.0,8.11111111111111,0.0
manutd_brighton,h2_chunk_000,3065,86.0,9.555555555555555,0.0
manutd_brighton,h2_chunk_000,3125,74.0,8.222222222222221,0.0
manutd_brighton,h2_chunk_000,3395,82.0,9.11111111111111,0.0
manutd_brighton,h2_chunk_000,4375,112.0,12.444444444444443,0.0
manutd_brighton,h2_chunk_000,4410,120.0,13.333333333333332,0.0
manutd_brighton,h2_chunk_000,5015,118.0,13.11111111111111,0.0
manutd_brighton,h2_chunk_000,5450,78.0,8.666666666666666,0.0
manutd_brighton,h2_chunk_000,5520,73.0,8.11111111111111,0.0
manutd_brighton,h2_chunk_000,5800,72.0,8.0,0.0
manutd_brighton,h2_chunk_000,6110,113.0,12.555555555555555,0.0
manutd_brighton,h2_chunk_000,6180,86.0,9.555555555555555,0.0
manutd_brighton,h2_chunk_000,6230,108.0,12.0,0.0
manutd_brighton,h2_chunk_000,6395,74.0,8.222222222222221,0.0
manutd_brighton,h2_chunk_000,6625,69.0,7.666666666666666,0.0
manutd_brighton,h2_chunk_000,6855,69.0,7.666666666666666,0.0
manutd_brighton,h2_chunk_000,7070,99.0,11.0,0.0
manutd_brighton,h2_chunk_000,7085,91.0,10.11111111111111,0.0
manutd_brighton,h2_chunk_000,7135,91.0,10.11111111111111,0.0
manutd_brighton,h2_chunk_000,7195,124.0,13.777777777777777,0.0
manutd_brighton,h2_chunk_000,7225,112.0,12.444444444444443,19.666666666666668
manutd_brighton,h2_chunk_000,9035,111.0,12.333333333333332,0.0
manutd_brighton,h2_chunk_000,14845,71.0,7.888888888888888,0.0
manutd_brighton,h2_chunk_001,100,73.0,8.11111111111111,0.0
manutd_brighton,h2_chunk_001,165,89.0,9.888888888888888,0.0
manutd_brighton,h2_chunk_001,225,67.0,7.444444444444444,0.0
manutd_brighton,h2_chunk_001,495,73.0,8.11111111111111,0.0
manutd_brighton,h2_chunk_001,560,79.0,8.777777777777777,0.0
manutd_brighton,h2_chunk_001,690,107.0,11.888888888888888,0.0
manutd_brighton,h2_chunk_001,800,92.0,10.222222222222221,0.0
manutd_brighton,h2_chunk_001,860,99.0,11.0,0.0
manutd_brighton,h2_chunk_001,1485,71.0,7.888888888888888,0.0
manutd_brighton,h2_chunk_001,1780,96.0,10.666666666666666,0.0
manutd_brighton,h2_chunk_001,1935,97.0,10.777777777777777,0.0
manutd_brighton,h2_chunk_001,2125,92.0,10.222222222222221,0.0
manutd_brighton,h2_chunk_001,2195,95.0,10.555555555555555,0.0
manutd_brighton,h2_chunk_001,2330,105.0,11.666666666666666,0.0
manutd_brighton,h2_chunk_001,2520,94.0,10.444444444444445,0.0
manutd_brighton,h2_chunk_001,3685,129.0,14.333333333333332,0.0
manutd_brighton,h2_chunk_001,4810,70.0,7.777777777777778,0.0
manutd_brighton,h2_chunk_001,4835,78.0,8.666666666666666,0.0
manutd_brighton,h2_chunk_001,4895,74.0,8.222222222222221,0.0
manutd_brighton,h2_chunk_001,4975,82.0,9.11111111111111,0.0
manutd_brighton,h2_chunk_001,5340,73.0,8.11111111111111,0.0
manutd_brighton,h2_chunk_001,5475,94.0,10.444444444444445,0.0
manutd_brighton,h2_chunk_001,5550,90.0,10.0,0.0
manutd_brighton,h2_chunk_001,5725,89.0,9.888888888888888,0.0
manutd_brighton,h2_chunk_001,5805,95.0,10.555555555555555,0.0
manutd_brighton,h2_chunk_001,9430,76.0,8.444444444444445,0.0
manutd_brighton,h2_chunk_001,9475,76.0,8.444444444444445,0.0
manutd_brighton,h2_chunk_001,9795,102.0,11.333333333333332,0.0
manutd_brighton,h2_chunk_001,10290,78.0,8.666666666666666,0.0
manutd_brighton,h2_chunk_001,10310,82.0,9.11111111111111,0.0
manutd_brighton,h2_chunk_001,10465,86.0,9.555555555555555,0.0
manutd_brighton,h2_chunk_001,10660,116.0,12.888888888888888,0.0
manutd_brighton,h2_chunk_001,12465,95.0,10.555555555555555,0.0
manutd_brighton,h2_chunk_001,13180,76.0,8.444444444444445,0.0
manutd_brighton,h2_chunk_001,13230,87.0,9.666666666666666,0.0
manutd_brighton,h2_chunk_002,1010,72.0,8.0,0.0
manutd_brighton,h2_chunk_002,1080,92.0,10.222222222222221,0.0
manutd_brighton,h2_chunk_002,1125,74.0,8.222222222222221,0.0
manutd_brighton,h2_chunk_002,1225,73.0,8.11111111111111,0.0
manutd_brighton,h2_chunk_002,1445,98.0,10.888888888888888,0.0
manutd_brighton,h2_chunk_002,1705,89.0,9.888888888888888,0.0
manutd_brighton,h2_chunk_002,2085,71.0,7.888888888888888,0.0
manutd_brighton,h2_chunk_002,2345,75.0,8.333333333333332,0.0
manutd_brighton,h2_chunk_002,2410,75.0,8.333333333333332,0.0
manutd_brighton,h2_chunk_002,2490,85.0,9.444444444444445,0.0
manutd_brighton,h2_chunk_002,5700,90.0,10.0,16.0
manutd_brighton,h2_chunk_002,9710,93.0,10.333333333333332,0.0
manutd_brighton,h2_chunk_002,9745,99.0,11.0,0.0
manutd_brighton,h2_chunk_002,9865,72.0,8.0,0.0
manutd_brighton,h2_chunk_002,9935,71.0,7.888888888888888,0.0
manutd_brighton,h2_chunk_002,10415,110.0,12.222222222222221,0.0
manutd_brighton,h2_chunk_002,10705,70.0,7.777777777777778,0.0
manutd_brighton,h2_chunk_002,10840,91.0,10.11111111111111,0.0
manutd_brighton,h2_chunk_002,11325,81.0,9.0,0.0
manutd_brighton,h2_chunk_002,11390,65.0,7.222222222222221,0.0
manutd_brighton,h2_chunk_002,11570,73.0,8.11111111111111,0.0
manutd_brighton,h2_chunk_002,11705,72.0,8.0,0.0
manutd_brighton,h2_chunk_002,13190,118.0,13.11111111111111,0.0
manutd_brighton,h2_chunk_002,14725,97.0,10.777777777777777,0.0
manutd_brighton,h2_chunk_002,14765,121.0,13.444444444444443,0.0
manutd_brighton,h2_chunk_003,1570,84.0,9.333333333333332,0.0
manutd_brighton,h2_chunk_003,1855,69.0,7.666666666666666,0.0
manutd_brighton,h2_chunk_003,3380,115.0,12.777777777777777,0.0
manutd_brighton,h2_chunk_003,3545,87.0,9.666666666666666,0.0
manutd_brighton,h2_chunk_003,3695,72.0,8.0,0.0
manutd_brighton,h2_chunk_003,4010,77.0,8.555555555555555,0.0
manutd_brighton,h2_chunk_003,4215,70.0,7.777777777777778,0.0
manutd_brighton,h2_chunk_003,4420,77.0,8.555555555555555,0.0
manutd_brighton,h2_chunk_003,4465,86.0,9.555555555555555,0.0
manutd_brighton,h2_chunk_003,4600,70.0,7.777777777777778,0.0
manutd_brighton,h2_chunk_003,4730,67.0,7.444444444444444,0.0
manutd_brighton,h2_chunk_003,4900,67.0,7.444444444444444,0.0
manutd_brighton,h2_chunk_003,5905,81.0,9.0,0.0
manutd_brighton,h2_chunk_003,5960,76.0,8.444444444444445,0.0
manutd_brighton,h2_chunk_003,7395,66.0,7.333333333333333,0.0
manutd_brighton,h2_chunk_003,8340,116.0,12.888888888888888,0.0
manutd_brighton,h2_chunk_003,8545,68.0,7.555555555555555,0.0
manutd_brighton,h2_chunk_003,8755,66.0,7.333333333333333,0.0
manutd_brighton,h2_chunk_003,8895,86.0,9.555555555555555,0.0
manutd_brighton,h2_chunk_003,9015,67.0,7.444444444444444,0.0
manutd_brighton,h2_chunk_003,9245,87.0,9.666666666666666,0.0
manutd_brighton,h2_chunk_003,9345,73.0,8.11111111111111,0.0
manutd_brighton,h2_chunk_003,12790,81.0,9.0,0.0
manutd_brighton,h2_chunk_003,12930,77.0,8.555555555555555,0.0
manutd_brighton,h2_chunk_003,13010,80.0,8.88888888888889,0.0
manutd_brighton,h2_chunk_003,13165,88.0,9.777777777777777,0.0
manutd_brighton,h2_chunk_003,13355,66.0,7.333333333333333,0.0
manutd_brighton,h2_chunk_003,13600,82.0,9.11111111111111,0.0
manutd_brighton,h2_chunk_003,14050,80.0,8.88888888888889,0.0
manutd_brighton,h2_chunk_004,410,99.0,11.0,0.0
manutd_brighton,h2_chunk_004,540,78.0,8.666666666666666,0.0
manutd_brighton,h2_chunk_004,1725,108.0,12.0,0.0
manutd_brighton,h2_chunk_004,1750,107.0,11.888888888888888,0.0
manutd_brighton,h2_chunk_004,1790,108.0,12.0,0.0
manutd_brighton,h2_chunk_004,1820,108.0,12.0,0.0
manutd_brighton,h2_chunk_004,3520,115.0,12.777777777777777,0.0
manutd_brighton,h2_chunk_004,3865,93.0,10.333333333333332,0.0
manutd_brighton,h2_chunk_004,4060,73.0,8.11111111111111,0.0
manutd_brighton,h2_chunk_004,4160,81.0,9.0,0.0
manutd_brighton,h2_chunk_004,4225,77.0,8.555555555555555,0.0
manutd_brighton,h2_chunk_004,5500,114.0,12.666666666666666,0.0
manutd_brighton,h2_chunk_004,5570,112.0,12.444444444444443,0.0
manutd_brighton,h2_chunk_004,6250,95.0,10.555555555555555,0.0
manutd_brighton,h2_chunk_004,6320,94.0,10.444444444444445,0.0
manutd_brighton,h2_chunk_004,7170,92.0,10.222222222222221,0.0
manutd_brighton,h2_chunk_004,8275,100.0,11.11111111111111,0.0
manutd_brighton,h2_chunk_004,8420,90.0,10.0,0.0
manutd_brighton,h2_chunk_004,8690,113.0,12.555555555555555,0.0
manutd_brighton,h2_chunk_004,8810,122.0,13.555555555555555,0.0
manutd_brighton,h2_chunk_004,8845,99.0,11.0,0.0
manutd_brighton,h2_chunk_004,8885,91.0,10.11111111111111,0.0
manutd_brighton,h2_chunk_004,9700,86.0,9.555555555555555,0.0
manutd_brighton,h2_chunk_004,9785,83.0,9.222222222222221,0.0
manutd_brighton,h2_chunk_004,9945,104.0,11.555555555555555,0.0
manutd_brighton,h2_chunk_004,10050,79.0,8.777777777777777,0.0
manutd_brighton,h2_chunk_004,11025,74.0,8.222222222222221,0.0
manutd_brighton,h2_chunk_004,11080,87.0,9.666666666666666,0.0
manutd_brighton,h2_chunk_004,11340,93.0,10.333333333333332,0.0
manutd_brighton,h2_chunk_004,12750,98.0,10.888888888888888,0.0
manutd_brighton,h2_chunk_004,13835,110.0,12.222222222222221,0.0
manutd_brighton,h2_chunk_004,14040,89.0,9.888888888888888,0.0
manutd_brighton,h2_chunk_004,14165,86.0,9.555555555555555,0.0
manutd_brighton,h2_chunk_004,14910,72.0,8.0,0.0
manutd_brighton,h2_chunk_005,155,88.0,9.777777777777777,0.0
manutd_brighton,h2_chunk_005,250,73.0,8.11111111111111,0.0
manutd_brighton,h2_chunk_005,700,73.0,8.11111111111111,0.0
manutd_brighton,h2_chunk_005,1015,78.0,8.666666666666666,0.0
