match,chunk,frame,image_x,image_y,box_h,head_px,face_px
manutd_liverpool,h1_chunk_000,5125,1455.641357421875,535.2310180664062,89.0,11.125,9.888888888888888
manutd_liverpool,h1_chunk_000,5210,1418.34033203125,402.5629577636719,76.0,9.5,8.444444444444445
manutd_liverpool,h1_chunk_000,6030,729.4989013671875,458.32061767578125,82.0,10.25,9.11111111111111
manutd_liverpool,h1_chunk_000,6955,273.4368896484375,778.9593505859375,111.0,13.875,12.333333333333332
manutd_liverpool,h1_chunk_000,7840,1508.0850830078125,531.5797119140625,88.0,11.0,9.777777777777777
manutd_liverpool,h1_chunk_000,7915,1593.9993896484375,761.2882080078125,110.0,13.75,12.222222222222221
manutd_liverpool,h1_chunk_000,8480,236.76361083984375,762.8450927734375,110.0,13.75,12.222222222222221
manutd_liverpool,h1_chunk_000,9300,742.3567504882812,580.327880859375,93.0,11.625,10.333333333333332
manutd_liverpool,h1_chunk_000,12600,679.49169921875,492.4451904296875,85.0,10.625,9.444444444444445
manutd_liverpool,h1_chunk_000,12645,394.70501708984375,576.33837890625,93.0,11.625,10.333333333333332
manutd_liverpool,h1_chunk_000,12850,807.0441284179688,752.94775390625,109.0,13.625,12.11111111111111
manutd_liverpool,h1_chunk_000,12950,378.33331298828125,656.5555419921875,100.0,12.5,11.11111111111111
manutd_liverpool,h1_chunk_000,12960,833.1942138671875,590.4390869140625,94.0,11.75,10.444444444444445
manutd_liverpool,h1_chunk_000,13085,879.134521484375,762.6326293945312,110.0,13.75,12.222222222222221
manutd_liverpool,h1_chunk_000,13135,209.61009216308594,719.8727416992188,106.0,13.25,11.777777777777777
manutd_liverpool,h1_chunk_000,13295,291.251708984375,707.0010986328125,105.0,13.125,11.666666666666666
manutd_liverpool,h1_chunk_000,13445,275.8576965332031,566.1888427734375,92.0,11.5,10.222222222222221
manutd_liverpool,h1_chunk_000,13505,474.101806640625,453.5256652832031,81.0,10.125,9.0
manutd_liverpool,h1_chunk_000,13640,310.40972900390625,609.5847778320312,96.0,12.0,10.666666666666666
manutd_liverpool,h1_chunk_000,13770,529.1331787109375,594.87744140625,94.0,11.75,10.444444444444445
manutd_liverpool,h1_chunk_000,13900,1032.8486328125,664.2875366210938,101.0,12.625,11.222222222222221
manutd_liverpool,h1_chunk_000,14085,1311.7333984375,452.5670166015625,81.0,10.125,9.0
manutd_liverpool,h1_chunk_000,14150,1480.51318359375,629.6317138671875,97.0,12.125,10.777777777777777
manutd_liverpool,h1_chunk_000,14205,1669.805908203125,875.51708984375,121.0,15.125,13.444444444444443
manutd_liverpool,h1_chunk_000,14325,1223.436279296875,635.0822143554688,99.0,12.375,11.0
manutd_liverpool,h1_chunk_000,14420,1195.2611083984375,423.5528869628906,78.0,9.75,8.666666666666666
manutd_liverpool,h1_chunk_000,14530,1395.619140625,347.21697998046875,71.0,8.875,7.888888888888888
manutd_liverpool,h1_chunk_001,3110,525.4138793945312,586.632080078125,93.0,11.625,10.333333333333332
manutd_liverpool,h1_chunk_001,3185,316.8951110839844,849.4356689453125,119.0,14.875,13.222222222222221
manutd_liverpool,h1_chunk_001,3225,247.13534545898438,564.7667846679688,91.0,11.375,10.11111111111111
manutd_liverpool,h1_chunk_001,3320,368.701171875,422.9579772949219,78.0,9.75,8.666666666666666
manutd_liverpool,h1_chunk_001,4755,1203.31640625,351.4923095703125,71.0,8.875,7.888888888888888
manutd_liverpool,h1_chunk_001,5320,1201.8017578125,429.34967041015625,79.0,9.875,8.777777777777777
manutd_liverpool,h1_chunk_001,5365,872.507568359375,364.1106872558594,73.0,9.125,8.11111111111111
manutd_liverpool,h1_chunk_001,5875,519.9840087890625,375.78802490234375,73.0,9.125,8.11111111111111
manutd_liverpool,h1_chunk_001,5955,866.339599609375,388.3777160644531,75.0,9.375,8.333333333333332
manutd_liverpool,h1_chunk_001,6685,353.5149230957031,388.7996520996094,74.0,9.25,8.222222222222221
manutd_liverpool,h1_chunk_001,6800,792.7489013671875,456.1203308105469,82.0,10.25,9.11111111111111
manutd_liverpool,h1_chunk_001,8035,1449.98974609375,402.3179626464844,76.0,9.5,8.444444444444445
manutd_liverpool,h1_chunk_001,8440,1561.0067138671875,948.4803466796875,128.0,16.0,14.222222222222221
manutd_liverpool,h1_chunk_001,8555,981.588134765625,556.981689453125,90.0,11.25,10.0
manutd_liverpool,h1_chunk_001,8880,756.1973876953125,524.2392578125,88.0,11.0,9.777777777777777
manutd_liverpool,h1_chunk_001,8955,323.09600830078125,713.7994995117188,105.0,13.125,11.666666666666666
manutd_liverpool,h1_chunk_001,9030,702.4434204101562,879.1729125976562,122.0,15.25,13.555555555555555
manutd_liverpool,h1_chunk_001,9135,956.281494140625,715.564208984375,106.0,13.25,11.777777777777777
manutd_liverpool,h1_chunk_001,9430,1200.445068359375,620.1860961914062,97.0,12.125,10.777777777777777
manutd_liverpool,h1_chunk_001,10200,397.1605224609375,646.3782958984375,99.0,12.375,11.0
manutd_liverpool,h1_chunk_001,10320,304.7840576171875,426.7478332519531,78.0,9.75,8.666666666666666
manutd_liverpool,h1_chunk_001,11035,1483.902587890625,516.6546020507812,87.0,10.875,9.666666666666666
manutd_liverpool,h1_chunk_001,11130,1329.76611328125,398.6305847167969,76.0,9.5,8.444444444444445
manutd_liverpool,h1_chunk_001,11225,1538.281494140625,523.9820556640625,87.0,10.875,9.666666666666666
manutd_liverpool,h1_chunk_001,11255,1114.792724609375,671.65771484375,101.0,12.625,11.222222222222221
manutd_liverpool,h1_chunk_001,11340,1669.962158203125,760.9296875,110.0,13.75,12.222222222222221
manutd_liverpool,h1_chunk_001,11410,1489.873291015625,504.3172607421875,86.0,10.75,9.555555555555555
manutd_liverpool,h1_chunk_001,11630,1461.65771484375,414.36981201171875,77.0,9.625,8.555555555555555
manutd_liverpool,h1_chunk_001,11725,1594.426025390625,652.0048217773438,100.0,12.5,11.11111111111111
manutd_liverpool,h1_chunk_001,11760,1673.152587890625,851.6351318359375,119.0,14.875,13.222222222222221
manutd_liverpool,h1_chunk_001,12195,1706.5089111328125,871.6936645507812,120.0,15.0,13.333333333333332
manutd_liverpool,h1_chunk_001,12825,524.4429931640625,497.1399230957031,85.0,10.625,9.444444444444445
manutd_liverpool,h1_chunk_001,13165,502.45458984375,438.7646179199219,79.0,9.875,8.777777777777777
manutd_liverpool,h1_chunk_001,13375,514.1825561523438,636.613525390625,98.0,12.25,10.888888888888888
manutd_liverpool,h1_chunk_001,13710,348.88226318359375,517.1127319335938,87.0,10.875,9.666666666666666
manutd_liverpool,h1_chunk_001,13945,444.2648620605469,444.9605407714844,80.0,10.0,8.88888888888889
manutd_liverpool,h1_chunk_001,14040,253.06988525390625,655.98388671875,100.0,12.5,11.11111111111111
manutd_liverpool,h1_chunk_001,14390,1296.5294189453125,451.31805419921875,81.0,10.125,9.0
manutd_liverpool,h1_chunk_002,2360,604.3228759765625,387.3813171386719,75.0,9.375,8.333333333333332
manutd_liverpool,h1_chunk_002,3180,984.162353515625,555.7564086914062,90.0,11.25,10.0
manutd_liverpool,h1_chunk_002,3550,418.5265197753906,364.6440124511719,72.0,9.0,8.0
manutd_liverpool,h1_chunk_002,3600,425.8681640625,424.8117370605469,78.0,9.75,8.666666666666666
manutd_liverpool,h1_chunk_002,4640,1577.8714599609375,865.9301147460938,120.0,15.0,13.333333333333332
manutd_liverpool,h1_chunk_002,4810,1377.405029296875,416.04522705078125,78.0,9.75,8.666666666666666
manutd_liverpool,h1_chunk_002,4935,1643.55419921875,859.0675659179688,120.0,15.0,13.333333333333332
manutd_liverpool,h1_chunk_002,5015,977.4605712890625,553.2175903320312,91.0,11.375,10.11111111111111
manutd_liverpool,h1_chunk_002,5320,1174.716796875,481.62811279296875,83.0,10.375,9.222222222222221
manutd_liverpool,h1_chunk_002,6645,1102.45849609375,890.048828125,123.0,15.375,13.666666666666666
manutd_liverpool,h1_chunk_002,6760,1667.2884521484375,523.1083374023438,88.0,11.0,9.777777777777777
manutd_liverpool,h1_chunk_002,6880,1348.32568359375,895.1533813476562,123.0,15.375,13.666666666666666
manutd_liverpool,h1_chunk_002,7325,1356.46533203125,615.20361328125,97.0,12.125,10.777777777777777
manutd_liverpool,h1_chunk_002,7625,1355.47900390625,929.9346313476562,126.0,15.75,14.0
manutd_liverpool,h1_chunk_002,7700,1146.325439453125,743.9483032226562,108.0,13.5,12.0
manutd_liverpool,h1_chunk_002,7775,1366.441650390625,747.722412109375,109.0,13.625,12.11111111111111
manutd_liverpool,h1_chunk_002,7995,1579.43701171875,650.8526000976562,99.0,12.375,11.0
manutd_liverpool,h1_chunk_002,8055,1153.695068359375,652.6041870117188,100.0,12.5,11.11111111111111
manutd_liverpool,h1_chunk_002,8150,1452.234130859375,558.2164306640625,91.0,11.375,10.11111111111111
manutd_liverpool,h1_chunk_002,9305,1179.502685546875,630.2026977539062,98.0,12.25,10.888888888888888
manutd_liverpool,h1_chunk_002,9370,832.8955078125,603.5983276367188,95.0,11.875,10.555555555555555
manutd_liverpool,h1_chunk_002,9560,1521.10595703125,728.2268676757812,107.0,13.375,11.888888888888888
manutd_liverpool,h1_chunk_002,9620,1720.22900390625,485.7595520019531,84.0,10.5,9.333333333333332
manutd_liverpool,h1_chunk_002,9765,1481.6378173828125,415.0730895996094,78.0,9.75,8.666666666666666
manutd_liverpool,h1_chunk_002,9935,1503.30615234375,395.8982238769531,75.0,9.375,8.333333333333332
manutd_liverpool,h1_chunk_002,10090,1613.2935791015625,583.1947021484375,94.0,11.75,10.444444444444445
manutd_liverpool,h1_chunk_002,10135,1608.2197265625,456.51312255859375,81.0,10.125,9.0
manutd_liverpool,h1_chunk_002,10405,1639.970947265625,481.2383117675781,84.0,10.5,9.333333333333332
manutd_liverpool,h1_chunk_002,10495,1632.876953125,593.4772338867188,94.0,11.75,10.444444444444445
manutd_liverpool,h1_chunk_002,10650,817.6651611328125,552.9766845703125,90.0,11.25,10.0
manutd_liverpool,h1_chunk_002,10850,728.2164306640625,419.7979431152344,77.0,9.625,8.555555555555555
manutd_liverpool,h1_chunk_002,10955,799.26806640625,539.7438354492188,89.0,11.125,9.888888888888888
manutd_liverpool,h1_chunk_002,11745,292.2884521484375,465.0205993652344,82.0,10.25,9.11111111111111
manutd_liverpool,h1_chunk_002,12285,1210.7998046875,549.2027587890625,90.0,11.25,10.0
manutd_liverpool,h1_chunk_002,12495,1345.5179443359375,445.32098388671875,80.0,10.0,8.88888888888889
manutd_liverpool,h1_chunk_002,12550,1418.975830078125,434.7920227050781,79.0,9.875,8.777777777777777
manutd_liverpool,h1_chunk_002,12910,797.8888549804688,492.3780212402344,85.0,10.625,9.444444444444445
manutd_liverpool,h1_chunk_002,12955,844.4801025390625,581.09423828125,93.0,11.625,10.333333333333332
manutd_liverpool,h1_chunk_002,13120,475.6776123046875,436.3348083496094,79.0,9.875,8.777777777777777
manutd_liverpool,h1_chunk_002,13415,770.3865966796875,624.4612426757812,97.0,12.125,10.777777777777777
manutd_liverpool,h1_chunk_002,14235,1543.751220703125,575.2928466796875,93.0,11.625,10.333333333333332
manutd_liverpool,h1_chunk_002,14495,1602.135986328125,789.9382934570312,112.0,14.0,12.444444444444443
manutd_liverpool,h1_chunk_002,14625,1350.1922607421875,624.4951171875,97.0,12.125,10.777777777777777
manutd_liverpool,h1_chunk_002,14735,1589.1328125,511.8271179199219,86.0,10.75,9.555555555555555
manutd_liverpool,h1_chunk_002,14805,1580.095703125,604.9566650390625,95.0,11.875,10.555555555555555
manutd_liverpool,h1_chunk_002,14850,1062.06982421875,660.9376831054688,100.0,12.5,11.11111111111111
manutd_liverpool,h1_chunk_003,100,548.3308715820312,723.4129638671875,107.0,13.375,11.888888888888888
manutd_liverpool,h1_chunk_003,165,806.176025390625,777.987060546875,111.0,13.875,12.333333333333332
manutd_liverpool,h1_chunk_003,195,638.9034423828125,837.775390625,117.0,14.625,13.0
manutd_liverpool,h1_chunk_003,680,1512.4561767578125,418.45062255859375,78.0,9.75,8.666666666666666
manutd_liverpool,h1_chunk_003,2515,705.8248901367188,422.0974426269531,78.0,9.75,8.666666666666666
manutd_liverpool,h1_chunk_003,2825,747.8052978515625,502.2077941894531,86.0,10.75,9.555555555555555
manutd_liverpool,h1_chunk_003,3195,1629.2747802734375,649.360595703125,100.0,12.5,11.11111111111111
manutd_liverpool,h1_chunk_003,3330,1559.08837890625,501.9836730957031,85.0,10.625,9.444444444444445
manutd_liverpool,h1_chunk_003,3395,1729.4150390625,756.97314453125,109.0,13.625,12.11111111111111
manutd_liverpool,h1_chunk_003,4815,604.468994140625,532.2122802734375,89.0,11.125,9.888888888888888
manutd_liverpool,h1_chunk_003,5015,405.3949279785156,493.7432861328125,84.0,10.5,9.333333333333332
manutd_liverpool,h1_chunk_003,6585,1187.8394775390625,462.7561950683594,82.0,10.25,9.11111111111111
manutd_liverpool,h1_chunk_003,6615,1177.61083984375,422.50262451171875,78.0,9.75,8.666666666666666
manutd_liverpool,h1_chunk_003,9285,495.3106689453125,536.8338012695312,88.0,11.0,9.777777777777777
manutd_liverpool,h1_chunk_003,10000,842.4076538085938,714.81298828125,105.0,13.125,11.666666666666666
manutd_liverpool,h1_chunk_003,10435,364.34783935546875,560.285888671875,91.0,11.375,10.11111111111111
manutd_liverpool,h1_chunk_003,10745,452.40765380859375,441.0704650878906,80.0,10.0,8.88888888888889
manutd_liverpool,h1_chunk_003,10860,296.78277587890625,612.5306396484375,96.0,12.0,10.666666666666666
manutd_liverpool,h1_chunk_003,11055,312.26373291015625,527.0022583007812,88.0,11.0,9.777777777777777
manutd_liverpool,h1_chunk_003,11380,248.05999755859375,539.427490234375,89.0,11.125,9.888888888888888
manutd_liverpool,h1_chunk_003,11595,311.7945251464844,565.5831909179688,91.0,11.375,10.11111111111111
manutd_liverpool,h1_chunk_003,11670,348.68914794921875,647.6387329101562,99.0,12.375,11.0
manutd_liverpool,h1_chunk_003,11890,781.3093872070312,726.1248168945312,107.0,13.375,11.888888888888888
manutd_liverpool,h1_chunk_003,13615,440.00347900390625,467.4795227050781,82.0,10.25,9.11111111111111
manutd_liverpool,h1_chunk_003,13905,1311.638916015625,487.7668762207031,84.0,10.5,9.333333333333332
manutd_liverpool,h1_chunk_003,14455,700.5550537109375,496.5952453613281,85.0,10.625,9.444444444444445
manutd_liverpool,h1_chunk_003,14865,1095.21630859375,761.7381591796875,110.0,13.75,12.222222222222221
manutd_liverpool,h1_chunk_004,2095,1472.039306640625,588.581787109375,94.0,11.75,10.444444444444445
manutd_liverpool,h1_chunk_004,2280,1045.3922119140625,604.9602661132812,95.0,11.875,10.555555555555555
manutd_liverpool,h1_chunk_004,2440,1021.6771240234375,932.4526977539062,126.0,15.75,14.0
manutd_liverpool,h1_chunk_004,2575,1435.71044921875,717.9923706054688,106.0,13.25,11.777777777777777
manutd_liverpool,h1_chunk_004,2675,506.274169921875,648.6631469726562,99.0,12.375,11.0
manutd_liverpool,h1_chunk_004,2785,964.2775268554688,705.0732421875,105.0,13.125,11.666666666666666
manutd_liverpool,h1_chunk_004,5620,330.3101806640625,519.7142333984375,87.0,10.875,9.666666666666666
manutd_liverpool,h1_chunk_004,5690,407.5302734375,446.48870849609375,80.0,10.0,8.88888888888889
manutd_liverpool,h1_chunk_004,5835,283.92681884765625,645.255859375,99.0,12.375,11.0
manutd_liverpool,h1_chunk_004,7175,704.392822265625,412.65826416015625,77.0,9.625,8.555555555555555
manutd_liverpool,h1_chunk_004,7880,1339.050537109375,437.7021484375,79.0,9.875,8.777777777777777
manutd_liverpool,h1_chunk_004,8095,1531.587890625,488.365966796875,84.0,10.5,9.333333333333332
manutd_liverpool,h1_chunk_004,8450,1202.528076171875,716.6340942382812,106.0,13.25,11.777777777777777
manutd_liverpool,h1_chunk_004,8930,781.7708740234375,657.0741577148438,101.0,12.625,11.222222222222221
manutd_liverpool,h1_chunk_004,9845,1580.491455078125,508.5848388671875,86.0,10.75,9.555555555555555
manutd_liverpool,h1_chunk_004,9920,1309.82470703125,402.07366943359375,76.0,9.5,8.444444444444445
manutd_liverpool,h1_chunk_004,10800,1623.937744140625,622.35546875,97.0,12.125,10.777777777777777
manutd_liverpool,h1_chunk_004,10885,1474.247314453125,431.2489929199219,79.0,9.875,8.777777777777777
manutd_liverpool,h1_chunk_004,11020,1457.907958984375,402.56024169921875,76.0,9.5,8.444444444444445
manutd_liverpool,h1_chunk_004,11080,1495.247802734375,526.1522827148438,88.0,11.0,9.777777777777777
manutd_liverpool,h1_chunk_004,11995,686.5208740234375,410.5306091308594,77.0,9.625,8.555555555555555
manutd_liverpool,h1_chunk_004,13020,1075.5267333984375,595.3626098632812,94.0,11.75,10.444444444444445
manutd_liverpool,h1_chunk_004,13060,693.884033203125,957.4900512695312,129.0,16.125,14.333333333333332
manutd_liverpool,h2_chunk_000,35,1249.418701171875,454.1056823730469,81.0,10.125,9.0
manutd_liverpool,h2_chunk_000,190,1033.0970458984375,339.9403381347656,70.0,8.75,7.777777777777778
manutd_liverpool,h2_chunk_000,670,1525.504638671875,600.3672485351562,95.0,11.875,10.555555555555555
manutd_liverpool,h2_chunk_000,1685,1172.348388671875,605.412841796875,95.0,11.875,10.555555555555555
manutd_liverpool,h2_chunk_000,1735,1083.041015625,506.07464599609375,86.0,10.75,9.555555555555555
manutd_liverpool,h2_chunk_000,1835,811.756103515625,549.849609375,90.0,11.25,10.0
manutd_liverpool,h2_chunk_000,2850,961.1531982421875,529.2470703125,88.0,11.0,9.777777777777777
manutd_liverpool,h2_chunk_000,10185,386.2188720703125,500.4929504394531,85.0,10.625,9.444444444444445
manutd_liverpool,h2_chunk_000,10450,537.8128662109375,548.7720947265625,90.0,11.25,10.0
manutd_liverpool,h2_chunk_000,10660,974.5164794921875,608.4447631835938,96.0,12.0,10.666666666666666
manutd_liverpool,h2_chunk_000,10750,504.0308837890625,619.2410278320312,97.0,12.125,10.777777777777777
manutd_liverpool,h2_chunk_000,10955,1187.85009765625,766.0527954101562,111.0,13.875,12.333333333333332
manutd_liverpool,h2_chunk_000,11110,1462.5567626953125,433.2646789550781,79.0,9.875,8.777777777777777
manutd_liverpool,h2_chunk_000,11170,1543.709228515625,577.2223510742188,93.0,11.625,10.333333333333332
manutd_liverpool,h2_chunk_000,11360,1423.67529296875,454.8385009765625,81.0,10.125,9.0
manutd_liverpool,h2_chunk_000,11635,1524.61181640625,520.0215454101562,88.0,11.0,9.777777777777777
manutd_liverpool,h2_chunk_000,11700,1441.36962890625,396.9102783203125,75.0,9.375,8.333333333333332
manutd_liverpool,h2_chunk_000,11950,1466.951416015625,436.24798583984375,79.0,9.875,8.777777777777777
manutd_liverpool,h2_chunk_000,12195,1246.2119140625,473.03204345703125,83.0,10.375,9.222222222222221
manutd_liverpool,h2_chunk_000,13040,1202.4873046875,321.0770568847656,69.0,8.625,7.666666666666666
manutd_liverpool,h2_chunk_000,13640,810.1859130859375,517.2713012695312,87.0,10.875,9.666666666666666
manutd_liverpool,h2_chunk_000,13900,1661.94775390625,568.787353515625,92.0,11.5,10.222222222222221
manutd_liverpool,h2_chunk_000,14025,1467.7308349609375,505.4228820800781,86.0,10.75,9.555555555555555
manutd_liverpool,h2_chunk_000,14545,1570.2451171875,544.8787231445312,89.0,11.125,9.888888888888888
manutd_liverpool,h2_chunk_000,14855,593.189208984375,698.0210571289062,105.0,13.125,11.666666666666666
manutd_liverpool,h2_chunk_000,14915,1272.351318359375,886.5375366210938,122.0,15.25,13.555555555555555
manutd_liverpool,h2_chunk_001,205,1085.4326171875,694.5977172851562,104.0,13.0,11.555555555555555
manutd_liverpool,h2_chunk_001,320,349.3194580078125,888.3195190429688,122.0,15.25,13.555555555555555
manutd_liverpool,h2_chunk_001,390,335.8911437988281,561.6393432617188,91.0,11.375,10.11111111111111
manutd_liverpool,h2_chunk_001,1250,753.20556640625,439.5422058105469,80.0,10.0,8.88888888888889
manutd_liverpool,h2_chunk_001,1550,749.98974609375,414.7303771972656,77.0,9.625,8.555555555555555
manutd_liverpool,h2_chunk_001,3130,1424.734375,464.2734680175781,82.0,10.25,9.11111111111111
manutd_liverpool,h2_chunk_001,3275,1212.323486328125,430.6328430175781,79.0,9.875,8.777777777777777
manutd_liverpool,h2_chunk_001,3370,731.8549194335938,510.5162048339844,86.0,10.75,9.555555555555555
manutd_liverpool,h2_chunk_001,5665,1176.9754638671875,568.2941284179688,92.0,11.5,10.222222222222221
manutd_liverpool,h2_chunk_001,5880,971.1593017578125,596.048095703125,95.0,11.875,10.555555555555555
manutd_liverpool,h2_chunk_001,6370,1358.414794921875,778.0498657226562,112.0,14.0,12.444444444444443
manutd_liverpool,h2_chunk_001,6410,1269.625,788.5971069335938,113.0,14.125,12.555555555555555
manutd_liverpool,h2_chunk_001,6445,1244.281005859375,734.929443359375,107.0,13.375,11.888888888888888
manutd_liverpool,h2_chunk_001,8365,1036.65625,658.9822387695312,100.0,12.5,11.11111111111111
manutd_liverpool,h2_chunk_001,8420,485.6125793457031,921.7284545898438,125.0,15.625,13.888888888888888
manutd_liverpool,h2_chunk_001,9280,1487.44140625,834.1935424804688,117.0,14.625,13.0
manutd_liverpool,h2_chunk_001,9355,443.75,923.718994140625,125.0,15.625,13.888888888888888
manutd_liverpool,h2_chunk_001,9415,553.7907104492188,656.3139038085938,100.0,12.5,11.11111111111111
manutd_liverpool,h2_chunk_001,9450,574.84033203125,746.1835327148438,109.0,13.625,12.11111111111111
manutd_liverpool,h2_chunk_001,9555,257.32354736328125,549.4345092773438,90.0,11.25,10.0
manutd_liverpool,h2_chunk_001,9610,319.90777587890625,458.3581848144531,81.0,10.125,9.0
manutd_liverpool,h2_chunk_001,9870,742.761962890625,747.7257080078125,109.0,13.625,12.11111111111111
manutd_liverpool,h2_chunk_001,10100,1492.181396484375,544.089111328125,90.0,11.25,10.0
manutd_liverpool,h2_chunk_001,11110,269.8836364746094,502.0908203125,86.0,10.75,9.555555555555555
manutd_liverpool,h2_chunk_001,11215,430.67340087890625,610.3530883789062,96.0,12.0,10.666666666666666
manutd_liverpool,h2_chunk_001,12100,1174.21435546875,479.1420593261719,84.0,10.5,9.333333333333332
manutd_liverpool,h2_chunk_001,12550,870.5584716796875,373.5701904296875,73.0,9.125,8.11111111111111
manutd_liverpool,h2_chunk_001,12655,430.60162353515625,435.0584716796875,80.0,10.0,8.88888888888889
manutd_liverpool,h2_chunk_001,12700,860.3157958984375,458.046875,82.0,10.25,9.11111111111111
manutd_liverpool,h2_chunk_001,12750,1027.52978515625,449.0794372558594,81.0,10.125,9.0
manutd_liverpool,h2_chunk_001,13010,1379.2569580078125,397.3695983886719,76.0,9.5,8.444444444444445
manutd_liverpool,h2_chunk_001,13135,1453.655029296875,553.8148193359375,90.0,11.25,10.0
manutd_liverpool,h2_chunk_001,13580,1194.398681640625,415.7231750488281,77.0,9.625,8.555555555555555
manutd_liverpool,h2_chunk_001,14290,1137.93994140625,378.2547912597656,74.0,9.25,8.222222222222221
manutd_liverpool,h2_chunk_001,14485,583.154296875,663.3729858398438,101.0,12.625,11.222222222222221
manutd_liverpool,h2_chunk_001,14580,1070.1397705078125,436.5586853027344,79.0,9.875,8.777777777777777
manutd_liverpool,h2_chunk_001,14850,1378.81884765625,418.4212951660156,78.0,9.75,8.666666666666666
manutd_liverpool,h2_chunk_002,635,1305.2962646484375,458.3077392578125,82.0,10.25,9.11111111111111
manutd_liverpool,h2_chunk_002,3770,295.2242431640625,608.3429565429688,96.0,12.0,10.666666666666666
manutd_liverpool,h2_chunk_002,3805,790.718017578125,646.7178344726562,99.0,12.375,11.0
manutd_liverpool,h2_chunk_002,3980,1655.2152099609375,722.792236328125,106.0,13.25,11.777777777777777
manutd_liverpool,h2_chunk_002,4225,636.660400390625,523.109130859375,88.0,11.0,9.777777777777777
manutd_liverpool,h2_chunk_002,5795,853.3748779296875,947.88037109375,127.0,15.875,14.11111111111111
manutd_liverpool,h2_chunk_002,6460,1251.7576904296875,741.601318359375,108.0,13.5,12.0
manutd_liverpool,h2_chunk_002,6495,1069.229248046875,575.6365966796875,92.0,11.5,10.222222222222221
manutd_liverpool,h2_chunk_002,10005,871.9564819335938,605.5501708984375,95.0,11.875,10.555555555555555
manutd_liverpool,h2_chunk_002,10080,1477.605712890625,500.4192199707031,85.0,10.625,9.444444444444445
manutd_liverpool,h2_chunk_002,10595,440.79583740234375,568.7349853515625,92.0,11.5,10.222222222222221
manutd_liverpool,h2_chunk_002,11255,1446.276611328125,565.5968627929688,91.0,11.375,10.11111111111111
manutd_liverpool,h2_chunk_002,11370,1069.432861328125,622.6038818359375,97.0,12.125,10.777777777777777
manutd_liverpool,h2_chunk_002,11790,1201.5848388671875,375.9967041015625,73.0,9.125,8.11111111111111
manutd_liverpool,h2_chunk_002,11940,1466.5802001953125,548.2890014648438,90.0,11.25,10.0
manutd_liverpool,h2_chunk_002,12045,1515.06640625,753.3034057617188,110.0,13.75,12.222222222222221
manutd_liverpool,h2_chunk_002,12180,946.4848022460938,738.5433959960938,108.0,13.5,12.0
manutd_liverpool,h2_chunk_002,12265,1617.333984375,509.5571594238281,86.0,10.75,9.555555555555555
manutd_liverpool,h2_chunk_002,12360,1386.3331298828125,441.1860656738281,80.0,10.0,8.88888888888889
manutd_liverpool,h2_chunk_002,13290,1427.460205078125,472.0942687988281,83.0,10.375,9.222222222222221
manutd_liverpool,h2_chunk_002,14840,295.94561767578125,510.9463195800781,86.0,10.75,9.555555555555555
manutd_liverpool,h2_chunk_003,965,1253.75927734375,728.1166381835938,107.0,13.375,11.888888888888888
manutd_liverpool,h2_chunk_003,1000,1506.466064453125,828.3565673828125,117.0,14.625,13.0
manutd_liverpool,h2_chunk_003,1060,1336.8505859375,851.0574340820312,119.0,14.875,13.222222222222221
