frame,box_h,team_guess,pred,conf,illegible,chunk,kit_ok,ocr_ok,near_wide_gap_frames
295,110.0,1,33,0.3629,False,h1_chunk_000,,,
295,101.0,1,20,0.2832,False,h1_chunk_000,,,
295,101.0,1,20,0.2081,False,h1_chunk_000,,,
295,107.0,1,30,0.2764,False,h1_chunk_000,,,
310,103.0,1,20,0.288,False,h1_chunk_000,,,
310,103.0,0,-1,0.497,True,h1_chunk_000,,,
315,107.0,1,24,0.4113,False,h1_chunk_000,,,
315,101.0,1,11,0.2519,False,h1_chunk_000,,,
320,103.0,0,14,0.5246,False,h1_chunk_000,,,
325,106.0,0,31,0.6714,False,h1_chunk_000,,,
335,109.0,0,-1,0.168,True,h1_chunk_000,,,
365,113.0,0,24,0.2063,False,h1_chunk_000,,,
420,137.0,1,20,0.2137,False,h1_chunk_000,,,
425,143.0,1,20,0.2451,False,h1_chunk_000,,,
425,104.0,1,6,0.1404,False,h1_chunk_000,,,
430,138.0,0,20,0.5141,False,h1_chunk_000,,,
430,115.0,1,23,0.3099,False,h1_chunk_000,,,
435,141.0,1,20,0.6968,False,h1_chunk_000,,,
435,130.0,1,5,0.2339,False,h1_chunk_000,,,
440,124.0,1,20,0.9574,False,h1_chunk_000,True,False,
440,110.0,1,11,0.2158,False,h1_chunk_000,,,
440,132.0,1,-1,0.4127,True,h1_chunk_000,,,
445,112.0,1,29,0.8298,False,h1_chunk_000,True,False,
445,114.0,1,20,0.6752,False,h1_chunk_000,,,
445,126.0,1,-1,0.2069,True,h1_chunk_000,,,
600,100.0,1,29,0.7086,False,h1_chunk_000,True,False,
600,105.0,1,6,0.2637,False,h1_chunk_000,,,
600,103.0,1,33,0.2087,False,h1_chunk_000,,,
610,107.0,1,-1,0.1784,True,h1_chunk_000,,,
610,102.0,1,20,0.1713,False,h1_chunk_000,,,
615,106.0,1,30,0.291,False,h1_chunk_000,,,
620,104.0,1,29,0.6114,False,h1_chunk_000,,,
625,126.0,1,20,0.6979,False,h1_chunk_000,,,
630,120.0,1,20,0.6378,False,h1_chunk_000,,,
635,117.0,1,20,0.6565,False,h1_chunk_000,,,
725,101.0,1,29,0.4758,False,h1_chunk_000,,,
725,100.0,1,9,0.3113,False,h1_chunk_000,,,
725,110.0,1,10,0.4171,False,h1_chunk_000,,,
725,114.0,1,-1,0.1246,True,h1_chunk_000,,,
730,101.0,1,23,0.6415,False,h1_chunk_000,,,
730,102.0,1,-1,0.7972,True,h1_chunk_000,,,
735,113.0,0,-1,0.7604,True,h1_chunk_000,,,
735,115.0,1,-1,0.4908,True,h1_chunk_000,,,
745,106.0,0,24,0.4864,False,h1_chunk_000,,,
745,122.0,1,-1,0.321,True,h1_chunk_000,,,
745,116.0,1,-1,0.1817,True,h1_chunk_000,,,
745,103.0,1,-1,0.9348,True,h1_chunk_000,,,
750,113.0,1,-1,0.3611,True,h1_chunk_000,,,
750,107.0,1,11,0.6373,False,h1_chunk_000,,,
750,103.0,1,29,0.2891,False,h1_chunk_000,,,
750,108.0,1,11,0.8483,False,h1_chunk_000,True,False,
750,113.0,0,-1,0.2023,True,h1_chunk_000,,,
750,220.0,1,30,0.1832,False,h1_chunk_000,,,
755,114.0,1,20,0.2383,False,h1_chunk_000,,,
755,105.0,1,-1,0.3589,True,h1_chunk_000,,,
755,106.0,1,29,0.2197,False,h1_chunk_000,,,
755,123.0,0,20,0.2906,False,h1_chunk_000,,,
755,103.0,0,-1,0.6206,True,h1_chunk_000,,,
760,109.0,1,3,0.1749,False,h1_chunk_000,,,
760,118.0,1,25,0.2018,False,h1_chunk_000,,,
760,101.0,1,29,0.5055,False,h1_chunk_000,,,
760,114.0,1,20,0.7443,False,h1_chunk_000,True,False,
760,189.0,1,14,0.2797,False,h1_chunk_000,,,
765,125.0,1,20,0.4516,False,h1_chunk_000,,,
765,116.0,1,33,0.7243,False,h1_chunk_000,True,False,
765,105.0,1,20,0.3428,False,h1_chunk_000,,,
770,124.0,1,20,0.4181,False,h1_chunk_000,,,
770,109.0,1,8,0.4881,False,h1_chunk_000,,,
770,112.0,1,20,0.5092,False,h1_chunk_000,,,
770,109.0,1,33,0.222,False,h1_chunk_000,,,
770,148.0,1,-1,0.176,True,h1_chunk_000,,,
775,121.0,1,20,0.2806,False,h1_chunk_000,,,
775,105.0,1,8,0.1917,False,h1_chunk_000,,,
775,154.0,1,10,0.3148,False,h1_chunk_000,,,
775,104.0,1,10,0.2271,False,h1_chunk_000,,,
780,124.0,1,20,0.715,False,h1_chunk_000,True,False,
780,100.0,1,8,0.8187,False,h1_chunk_000,True,True,
780,100.0,1,25,0.6292,False,h1_chunk_000,,,
780,123.0,1,30,0.2748,False,h1_chunk_000,,,
780,144.0,1,9,0.1109,False,h1_chunk_000,,,
785,102.0,0,8,0.781,False,h1_chunk_000,True,True,
785,120.0,1,20,0.5872,False,h1_chunk_000,,,
785,104.0,1,10,0.293,False,h1_chunk_000,,,
785,104.0,1,30,0.3336,False,h1_chunk_000,,,
785,106.0,1,20,0.2034,False,h1_chunk_000,,,
800,106.0,1,24,0.2742,False,h1_chunk_000,,,
800,111.0,1,33,0.3243,False,h1_chunk_000,,,
800,103.0,0,-1,0.4092,True,h1_chunk_000,,,
800,113.0,1,20,0.2573,False,h1_chunk_000,,,
800,100.0,1,11,0.785,False,h1_chunk_000,True,False,
800,112.0,1,10,0.5003,False,h1_chunk_000,,,
800,112.0,1,10,0.5253,False,h1_chunk_000,,,
805,107.0,1,36,0.1067,False,h1_chunk_000,,,
805,108.0,1,11,0.2949,False,h1_chunk_000,,,
805,103.0,1,20,0.3757,False,h1_chunk_000,,,
805,105.0,1,25,0.1707,False,h1_chunk_000,,,
805,107.0,1,-1,0.2648,True,h1_chunk_000,,,
805,105.0,0,-1,0.4972,True,h1_chunk_000,,,
805,135.0,1,11,0.7962,False,h1_chunk_000,True,False,
805,107.0,1,11,0.3936,False,h1_chunk_000,,,
810,105.0,1,20,0.1114,False,h1_chunk_000,,,
810,116.0,1,20,0.7474,False,h1_chunk_000,True,False,
810,102.0,1,11,0.2141,False,h1_chunk_000,,,
810,116.0,1,24,0.236,False,h1_chunk_000,,,
810,107.0,1,8,0.3511,False,h1_chunk_000,,,
810,137.0,1,11,0.1758,False,h1_chunk_000,,,
810,112.0,1,30,0.1714,False,h1_chunk_000,,,
810,105.0,1,11,0.5076,False,h1_chunk_000,,,
810,102.0,1,20,0.565,False,h1_chunk_000,,,
815,113.0,1,20,0.8045,False,h1_chunk_000,True,False,
815,111.0,1,11,0.1447,False,h1_chunk_000,,,
815,101.0,1,36,0.1539,False,h1_chunk_000,,,
815,116.0,1,11,0.4876,False,h1_chunk_000,,,
815,111.0,1,25,0.2031,False,h1_chunk_000,,,
815,101.0,1,20,0.3668,False,h1_chunk_000,,,
815,113.0,1,8,0.3112,False,h1_chunk_000,,,
815,132.0,1,36,0.1953,False,h1_chunk_000,,,
820,119.0,0,10,0.565,False,h1_chunk_000,,,
820,101.0,1,29,0.1733,False,h1_chunk_000,,,
820,111.0,1,33,0.4562,False,h1_chunk_000,,,
820,110.0,1,11,0.2184,False,h1_chunk_000,,,
820,104.0,1,20,0.628,False,h1_chunk_000,,,
820,128.0,1,22,0.157,False,h1_chunk_000,,,
820,105.0,1,8,0.2736,False,h1_chunk_000,,,
820,106.0,1,10,0.3914,False,h1_chunk_000,,,
825,116.0,1,-1,0.1628,True,h1_chunk_000,,,
825,101.0,0,33,0.1575,False,h1_chunk_000,,,
825,116.0,1,20,0.6012,False,h1_chunk_000,,,
825,115.0,1,30,0.1828,False,h1_chunk_000,,,
825,109.0,1,11,0.1735,False,h1_chunk_000,,,
825,110.0,1,31,0.1516,False,h1_chunk_000,,,
825,125.0,1,11,0.4283,False,h1_chunk_000,,,
825,109.0,1,20,0.2887,False,h1_chunk_000,,,
825,125.0,1,11,0.7392,False,h1_chunk_000,True,False,
830,111.0,1,10,0.2404,False,h1_chunk_000,,,
830,110.0,1,10,0.1065,False,h1_chunk_000,,,
830,101.0,1,20,0.4948,False,h1_chunk_000,,,
830,119.0,1,20,0.3172,False,h1_chunk_000,,,
830,146.0,1,11,0.7092,False,h1_chunk_000,True,False,
830,103.0,1,20,0.2468,False,h1_chunk_000,,,
830,101.0,1,23,0.1977,False,h1_chunk_000,,,
835,117.0,0,20,0.4343,False,h1_chunk_000,,,
835,110.0,1,33,0.1228,False,h1_chunk_000,,,
835,142.0,1,28,0.2092,False,h1_chunk_000,,,
835,100.0,1,14,0.6209,False,h1_chunk_000,,,
835,100.0,1,-1,0.1359,True,h1_chunk_000,,,
835,121.0,1,10,0.2585,False,h1_chunk_000,,,
835,107.0,1,20,0.5981,False,h1_chunk_000,,,
835,101.0,1,10,0.1326,False,h1_chunk_000,,,
835,108.0,1,4,0.2092,False,h1_chunk_000,,,
840,112.0,1,6,0.2667,False,h1_chunk_000,,,
840,122.0,0,10,0.2044,False,h1_chunk_000,,,
840,101.0,1,28,0.1038,False,h1_chunk_000,,,
840,134.0,1,10,0.6121,False,h1_chunk_000,,,
840,120.0,1,28,0.1951,False,h1_chunk_000,,,
840,104.0,1,-1,0.3486,True,h1_chunk_000,,,
840,105.0,0,20,0.5121,False,h1_chunk_000,,,
840,116.0,1,4,0.4498,False,h1_chunk_000,,,
860,123.0,1,20,0.4919,False,h1_chunk_000,,,
860,136.0,1,36,0.32,False,h1_chunk_000,,,
860,103.0,1,20,0.3451,False,h1_chunk_000,,,
860,123.0,1,11,0.6496,False,h1_chunk_000,,,
860,111.0,0,20,0.7936,False,h1_chunk_000,True,False,
880,115.0,1,20,0.6681,False,h1_chunk_000,,,
880,100.0,1,14,0.5202,False,h1_chunk_000,,,
880,107.0,1,20,0.4055,False,h1_chunk_000,,,
880,123.0,1,11,0.2668,False,h1_chunk_000,,,
880,128.0,1,36,0.3716,False,h1_chunk_000,,,
880,129.0,1,11,0.1792,False,h1_chunk_000,,,
885,122.0,1,36,0.3913,False,h1_chunk_000,,,
885,112.0,1,20,0.2043,False,h1_chunk_000,,,
885,105.0,1,20,0.798,False,h1_chunk_000,True,False,
885,104.0,1,10,0.3914,False,h1_chunk_000,,,
890,107.0,1,25,0.1005,False,h1_chunk_000,,,
890,102.0,1,-1,0.1974,True,h1_chunk_000,,,
890,121.0,1,11,0.3327,False,h1_chunk_000,,,
890,101.0,1,20,0.4348,False,h1_chunk_000,,,
895,110.0,1,20,0.6111,False,h1_chunk_000,,,
895,110.0,1,14,0.821,False,h1_chunk_000,True,False,
895,106.0,1,11,0.6064,False,h1_chunk_000,,,
895,108.0,1,20,0.0926,False,h1_chunk_000,,,
895,105.0,1,20,0.1694,False,h1_chunk_000,,,
895,104.0,1,10,0.3091,False,h1_chunk_000,,,
900,109.0,1,-1,0.1584,True,h1_chunk_000,,,
900,105.0,0,20,0.6956,False,h1_chunk_000,,,
900,114.0,1,33,0.227,False,h1_chunk_000,,,
900,110.0,1,20,0.7992,False,h1_chunk_000,True,False,
905,105.0,1,30,0.2342,False,h1_chunk_000,,,
905,101.0,1,-1,0.2171,True,h1_chunk_000,,,
905,111.0,1,20,0.7749,False,h1_chunk_000,True,False,
905,105.0,1,20,0.5654,False,h1_chunk_000,,,
905,108.0,1,20,0.2948,False,h1_chunk_000,,,
910,106.0,1,23,0.1297,False,h1_chunk_000,,,
910,110.0,1,10,0.2901,False,h1_chunk_000,,,
910,112.0,1,20,0.4785,False,h1_chunk_000,,,
910,115.0,1,20,0.5942,False,h1_chunk_000,,,
915,107.0,1,11,0.4517,False,h1_chunk_000,,,
915,106.0,1,30,0.2012,False,h1_chunk_000,,,
915,103.0,0,20,0.5871,False,h1_chunk_000,,,
915,116.0,1,20,0.6727,False,h1_chunk_000,,,
915,120.0,1,20,0.4349,False,h1_chunk_000,,,
955,118.0,1,11,0.1208,False,h1_chunk_000,,,
955,129.0,1,20,0.9144,False,h1_chunk_000,True,False,
955,103.0,1,20,0.4333,False,h1_chunk_000,,,
960,123.0,0,24,0.2296,False,h1_chunk_000,,,
960,120.0,1,11,0.6031,False,h1_chunk_000,,,
960,120.0,1,11,0.4313,False,h1_chunk_000,,,
960,123.0,0,20,0.2094,False,h1_chunk_000,,,
960,124.0,1,20,0.8149,False,h1_chunk_000,True,False,
965,122.0,1,11,0.2772,False,h1_chunk_000,,,
965,128.0,1,20,0.8124,False,h1_chunk_000,True,False,
965,100.0,1,23,0.2098,False,h1_chunk_000,,,
970,118.0,1,11,0.4474,False,h1_chunk_000,,,
970,126.0,0,20,0.9023,False,h1_chunk_000,True,False,
970,101.0,1,20,0.7279,False,h1_chunk_000,True,False,
970,114.0,1,23,0.3715,False,h1_chunk_000,,,
975,120.0,1,36,0.3885,False,h1_chunk_000,,,
975,120.0,1,20,0.4724,False,h1_chunk_000,,,
980,112.0,1,-1,0.2852,True,h1_chunk_000,,,
980,128.0,1,20,0.927,False,h1_chunk_000,True,False,
980,103.0,1,20,0.3824,False,h1_chunk_000,,,
985,124.0,1,20,0.8353,False,h1_chunk_000,True,False,
985,114.0,1,36,0.182,False,h1_chunk_000,,,
985,118.0,1,28,0.2224,False,h1_chunk_000,,,
990,126.0,1,36,0.3073,False,h1_chunk_000,,,
990,133.0,1,20,0.6974,False,h1_chunk_000,,,
990,101.0,1,20,0.4867,False,h1_chunk_000,,,
990,119.0,1,10,0.8322,False,h1_chunk_000,True,False,
990,119.0,1,10,0.5711,False,h1_chunk_000,,,
990,190.0,1,24,0.585,False,h1_chunk_000,,,
995,123.0,1,6,0.5264,False,h1_chunk_000,,,
995,125.0,1,23,0.4213,False,h1_chunk_000,,,
995,118.0,1,20,0.7453,False,h1_chunk_000,True,False,
995,109.0,1,-1,0.9406,True,h1_chunk_000,,,
1000,114.0,1,30,0.4963,False,h1_chunk_000,,,
1000,131.0,1,20,0.3561,False,h1_chunk_000,,,
1000,123.0,1,10,0.6425,False,h1_chunk_000,,,
1000,115.0,1,30,0.4174,False,h1_chunk_000,,,
1005,120.0,1,30,0.3167,False,h1_chunk_000,,,
1005,125.0,1,20,0.6159,False,h1_chunk_000,,,
1005,120.0,1,30,0.4046,False,h1_chunk_000,,,
1010,128.0,1,23,0.1756,False,h1_chunk_000,,,
1010,126.0,1,20,0.6244,False,h1_chunk_000,,,
1010,122.0,1,5,0.2204,False,h1_chunk_000,,,
1010,109.0,1,30,0.4865,False,h1_chunk_000,,,
1015,124.0,0,31,0.1421,False,h1_chunk_000,,,
1015,113.0,1,10,0.5808,False,h1_chunk_000,,,
1015,126.0,1,20,0.6033,False,h1_chunk_000,,,
1015,110.0,1,-1,0.2349,True,h1_chunk_000,,,
1015,118.0,1,23,0.5286,False,h1_chunk_000,,,
1020,122.0,1,20,0.7933,False,h1_chunk_000,True,False,
1020,121.0,1,31,0.2395,False,h1_chunk_000,,,
1020,119.0,1,30,0.4715,False,h1_chunk_000,,,
1020,101.0,1,5,0.2074,False,h1_chunk_000,,,
1020,111.0,1,10,0.2119,False,h1_chunk_000,,,
1030,114.0,0,33,0.1786,False,h1_chunk_000,,,
1030,105.0,1,10,0.2649,False,h1_chunk_000,,,
1030,118.0,0,20,0.7839,False,h1_chunk_000,True,False,
1035,108.0,0,33,0.2402,False,h1_chunk_000,,,
1035,101.0,0,20,0.7343,False,h1_chunk_000,True,False,
1040,106.0,0,20,0.312,False,h1_chunk_000,,,
1040,115.0,1,20,0.514,False,h1_chunk_000,,,
1050,116.0,1,20,0.9683,False,h1_chunk_000,True,False,
1050,103.0,0,20,0.2977,False,h1_chunk_000,,,
1055,106.0,1,11,0.3489,False,h1_chunk_000,,,
1055,115.0,1,20,0.7774,False,h1_chunk_000,True,False,
1055,108.0,0,34,0.096,False,h1_chunk_000,,,
1055,148.0,0,20,0.2193,False,h1_chunk_000,,,
1055,128.0,1,29,0.4124,False,h1_chunk_000,,,
1060,157.0,0,20,0.1495,False,h1_chunk_000,,,
1060,108.0,0,5,0.0989,False,h1_chunk_000,,,
1060,127.0,1,29,0.2569,False,h1_chunk_000,,,
1060,117.0,1,20,0.928,False,h1_chunk_000,True,False,
1060,103.0,1,11,0.1813,False,h1_chunk_000,,,
1060,110.0,1,-1,0.3126,True,h1_chunk_000,,,
1060,116.0,1,20,0.636,False,h1_chunk_000,,,
1065,102.0,1,11,0.3047,False,h1_chunk_000,,,
1065,130.0,1,23,0.3177,False,h1_chunk_000,,,
1065,156.0,1,20,0.3105,False,h1_chunk_000,,,
1065,127.0,1,20,0.8789,False,h1_chunk_000,True,False,
1065,118.0,0,4,0.176,False,h1_chunk_000,,,
1065,102.0,1,20,0.4335,False,h1_chunk_000,,,
1065,103.0,1,-1,0.2462,True,h1_chunk_000,,,
1075,129.0,1,20,0.8435,False,h1_chunk_000,True,False,
1075,128.0,1,29,0.4233,False,h1_chunk_000,,,
1075,156.0,0,20,0.2925,False,h1_chunk_000,,,
1075,108.0,1,8,0.2896,False,h1_chunk_000,,,
1075,101.0,1,5,0.0648,False,h1_chunk_000,,,
1075,105.0,1,23,0.1924,False,h1_chunk_000,,,
1085,153.0,1,20,0.2249,False,h1_chunk_000,,,
1085,130.0,1,20,0.6247,False,h1_chunk_000,,,
1085,110.0,0,-1,0.2193,True,h1_chunk_000,,,
1085,128.0,1,29,0.5161,False,h1_chunk_000,,,
1085,100.0,1,20,0.4838,False,h1_chunk_000,,,
1085,110.0,1,28,0.3987,False,h1_chunk_000,,,
1085,111.0,1,10,0.3133,False,h1_chunk_000,,,
1090,126.0,1,20,0.6732,False,h1_chunk_000,,,
1090,129.0,1,29,0.4741,False,h1_chunk_000,,,
1090,156.0,1,20,0.2485,False,h1_chunk_000,,,
1090,105.0,1,8,0.3465,False,h1_chunk_000,,,
1090,111.0,1,31,0.1458,False,h1_chunk_000,,,
1090,121.0,1,28,0.4076,False,h1_chunk_000,,,
1095,128.0,1,20,0.6936,False,h1_chunk_000,,,
1095,152.0,1,20,0.3415,False,h1_chunk_000,,,
1095,115.0,1,4,0.193,False,h1_chunk_000,,,
1095,112.0,1,10,0.3235,False,h1_chunk_000,,,
1095,127.0,1,29,0.3939,False,h1_chunk_000,,,
1100,133.0,1,20,0.7551,False,h1_chunk_000,True,False,
1100,120.0,1,10,0.4313,False,h1_chunk_000,,,
1100,153.0,1,20,0.3035,False,h1_chunk_000,,,
1100,128.0,1,29,0.2805,False,h1_chunk_000,,,
1100,107.0,1,20,0.257,False,h1_chunk_000,,,
1100,105.0,1,6,0.264,False,h1_chunk_000,,,
1105,152.0,1,20,0.7042,False,h1_chunk_000,True,False,
1105,131.0,1,29,0.2937,False,h1_chunk_000,,,
1105,129.0,1,20,0.4549,False,h1_chunk_000,,,
1105,117.0,1,28,0.1452,False,h1_chunk_000,,,
1105,105.0,1,20,0.3436,False,h1_chunk_000,,,
1105,101.0,1,25,0.23,False,h1_chunk_000,,,
1105,105.0,1,8,0.3719,False,h1_chunk_000,,,
1110,111.0,1,-1,0.3923,True,h1_chunk_000,,,
1110,118.0,1,28,0.452,False,h1_chunk_000,,,
1110,131.0,1,29,0.5971,False,h1_chunk_000,,,
1110,131.0,1,20,0.6973,False,h1_chunk_000,,,
1110,110.0,1,31,0.1782,False,h1_chunk_000,,,
1110,153.0,1,20,0.3732,False,h1_chunk_000,,,
1110,102.0,1,-1,0.318,True,h1_chunk_000,,,
1115,130.0,1,20,0.5029,False,h1_chunk_000,,,
1115,107.0,1,25,0.1407,False,h1_chunk_000,,,
1115,158.0,1,20,0.3338,False,h1_chunk_000,,,
1115,118.0,1,28,0.1948,False,h1_chunk_000,,,
1115,105.0,0,4,0.2406,False,h1_chunk_000,,,
1115,131.0,1,29,0.7109,False,h1_chunk_000,False,False,
1285,119.0,1,29,0.9518,False,h1_chunk_000,True,False,
1285,140.0,1,24,0.7641,False,h1_chunk_000,True,False,
1285,102.0,1,23,0.2285,False,h1_chunk_000,,,
1290,140.0,1,24,0.5414,False,h1_chunk_000,,,
1290,116.0,1,29,0.9446,False,h1_chunk_000,True,False,
1295,124.0,1,29,0.8664,False,h1_chunk_000,True,False,
1295,140.0,1,24,0.1961,False,h1_chunk_000,,,
1295,106.0,1,-1,0.9162,True,h1_chunk_000,,,
1310,142.0,1,24,0.3173,False,h1_chunk_000,,,
1310,109.0,1,23,0.2878,False,h1_chunk_000,,,
1335,152.0,0,24,0.8306,False,h1_chunk_000,True,False,
1405,683.0,1,-1,0.6229,True,h1_chunk_000,,,
1405,603.0,1,5,0.2994,False,h1_chunk_000,,,
1410,622.0,1,5,0.3802,False,h1_chunk_000,,,
1410,670.0,1,18,0.5342,False,h1_chunk_000,,,
1430,120.0,1,20,0.884,False,h1_chunk_000,True,True,
1430,103.0,1,20,0.5606,False,h1_chunk_000,,,
1430,102.0,1,23,0.3023,False,h1_chunk_000,,,
1435,115.0,1,20,0.8636,False,h1_chunk_000,True,False,
1440,120.0,1,20,0.7803,False,h1_chunk_000,True,False,
1475,160.0,1,20,0.6785,False,h1_chunk_000,,,
1480,157.0,1,23,0.1726,False,h1_chunk_000,,,
1485,149.0,1,20,0.5922,False,h1_chunk_000,,,
1485,103.0,1,-1,0.2155,True,h1_chunk_000,,,
1490,155.0,1,20,0.727,False,h1_chunk_000,True,False,
1535,137.0,1,24,0.2858,False,h1_chunk_000,,,
1535,127.0,1,10,0.5273,False,h1_chunk_000,,,
1555,138.0,1,10,0.4319,False,h1_chunk_000,,,
1560,100.0,0,20,0.8325,False,h1_chunk_000,True,False,
1560,140.0,1,10,0.283,False,h1_chunk_000,,,
1560,108.0,0,24,0.4606,False,h1_chunk_000,,,
1565,138.0,1,11,0.3372,False,h1_chunk_000,,,
1565,110.0,1,20,0.3449,False,h1_chunk_000,,,
1755,102.0,1,20,0.9452,False,h1_chunk_000,True,False,
1755,100.0,1,29,0.5041,False,h1_chunk_000,,,
1755,101.0,0,10,0.3097,False,h1_chunk_000,,,
1755,102.0,0,-1,0.1966,True,h1_chunk_000,,,
1755,134.0,1,20,0.6648,False,h1_chunk_000,,,
1785,101.0,0,20,0.7984,False,h1_chunk_000,True,False,
1785,145.0,1,24,0.7212,False,h1_chunk_000,True,False,
1785,120.0,1,1,0.3332,False,h1_chunk_000,,,
1785,142.0,1,24,0.4729,False,h1_chunk_000,,,
1790,108.0,1,29,0.2601,False,h1_chunk_000,,,
1790,101.0,1,10,0.3344,False,h1_chunk_000,,,
1790,100.0,0,20,0.5777,False,h1_chunk_000,,,
1790,103.0,1,20,0.3992,False,h1_chunk_000,,,
1790,109.0,1,24,0.6605,False,h1_chunk_000,,,
1790,112.0,1,1,0.7074,False,h1_chunk_000,False,False,
1790,131.0,1,22,0.6406,False,h1_chunk_000,,,
1795,108.0,0,31,0.3409,False,h1_chunk_000,,,
1795,101.0,1,10,0.833,False,h1_chunk_000,True,False,
1795,109.0,0,20,0.8326,False,h1_chunk_000,True,False,
1795,103.0,1,29,0.7504,False,h1_chunk_000,True,False,
1795,113.0,1,20,0.7451,False,h1_chunk_000,True,False,
1795,131.0,1,2,0.2168,False,h1_chunk_000,,,
1800,100.0,0,-1,0.3576,True,h1_chunk_000,,,
1800,102.0,1,-1,0.244,True,h1_chunk_000,,,
1800,101.0,0,20,0.8815,False,h1_chunk_000,True,False,
1800,104.0,1,23,0.3475,False,h1_chunk_000,,,
1800,109.0,1,10,0.477,False,h1_chunk_000,,,
1800,122.0,0,24,0.5646,False,h1_chunk_000,,,
1800,117.0,1,29,0.4142,False,h1_chunk_000,,,
1800,137.0,1,1,0.3087,False,h1_chunk_000,,,
2075,115.0,0,34,0.1777,False,h1_chunk_000,,,
2075,100.0,1,10,0.3604,False,h1_chunk_000,,,
2075,111.0,1,29,0.4924,False,h1_chunk_000,,,
2080,113.0,1,29,0.62,False,h1_chunk_000,,,
2080,113.0,0,33,0.1456,False,h1_chunk_000,,,
2080,105.0,1,11,0.8798,False,h1_chunk_000,True,False,
2080,104.0,0,-1,0.3447,True,h1_chunk_000,,,
2130,103.0,1,20,0.41,False,h1_chunk_000,,,
2130,101.0,1,29,0.18,False,h1_chunk_000,,,
2135,101.0,0,20,0.3426,False,h1_chunk_000,,,
2135,100.0,1,29,0.5285,False,h1_chunk_000,,,
2340,112.0,0,8,0.5878,False,h1_chunk_000,,,
2340,127.0,1,24,0.7439,False,h1_chunk_000,True,False,
2340,101.0,1,29,0.8337,False,h1_chunk_000,False,False,
2340,102.0,0,20,0.1564,False,h1_chunk_000,,,
2345,129.0,1,24,0.5349,False,h1_chunk_000,,,
2345,102.0,1,29,0.8727,False,h1_chunk_000,False,False,
2345,112.0,0,8,0.5804,False,h1_chunk_000,,,
2345,101.0,1,31,0.1958,False,h1_chunk_000,,,
2350,133.0,1,24,0.3501,False,h1_chunk_000,,,
2350,103.0,0,20,0.3161,False,h1_chunk_000,,,
2350,113.0,0,8,0.7422,False,h1_chunk_000,True,True,30.0
2350,103.0,1,29,0.7102,False,h1_chunk_000,False,False,
2355,102.0,1,29,0.8422,False,h1_chunk_000,True,False,
2355,135.0,1,20,0.6316,False,h1_chunk_000,,,
2355,114.0,0,8,0.8266,False,h1_chunk_000,True,True,25.0
2360,111.0,0,8,0.6143,False,h1_chunk_000,,,
2360,149.0,1,31,0.257,False,h1_chunk_000,,,
2365,109.0,0,8,0.6153,False,h1_chunk_000,,,
2365,148.0,1,20,0.2532,False,h1_chunk_000,,,
2485,113.0,1,33,0.3407,False,h1_chunk_000,,,
2485,107.0,1,29,0.4249,False,h1_chunk_000,,,
2485,101.0,1,5,0.1272,False,h1_chunk_000,,,
2485,100.0,1,33,0.123,False,h1_chunk_000,,,
2485,100.0,1,25,0.2349,False,h1_chunk_000,,,
2485,107.0,1,30,0.5454,False,h1_chunk_000,,,
2485,102.0,1,-1,0.8381,True,h1_chunk_000,,,
2490,110.0,1,29,0.2182,False,h1_chunk_000,,,
2490,116.0,1,31,0.3226,False,h1_chunk_000,,,
2490,104.0,1,24,0.3127,False,h1_chunk_000,,,
2495,110.0,1,29,0.2779,False,h1_chunk_000,,,
2495,113.0,1,24,0.2221,False,h1_chunk_000,,,
2495,106.0,0,-1,0.4629,True,h1_chunk_000,,,
2495,100.0,1,20,0.29,False,h1_chunk_000,,,
2495,114.0,1,30,0.3795,False,h1_chunk_000,,,
2495,103.0,1,-1,0.3602,True,h1_chunk_000,,,
2505,119.0,0,23,0.2503,False,h1_chunk_000,,,
2505,107.0,1,-1,0.6734,True,h1_chunk_000,,,
2505,105.0,1,23,0.3682,False,h1_chunk_000,,,
2505,104.0,1,-1,0.7906,True,h1_chunk_000,,,
2505,104.0,0,30,0.701,False,h1_chunk_000,True,False,
2515,116.0,0,31,0.123,False,h1_chunk_000,,,
2515,106.0,1,-1,0.2645,True,h1_chunk_000,,,
2515,100.0,0,-1,0.3043,True,h1_chunk_000,,,
2515,115.0,1,-1,0.5488,True,h1_chunk_000,,,
2515,105.0,1,-1,0.8803,True,h1_chunk_000,,,
2520,115.0,1,20,0.3504,False,h1_chunk_000,,,
2520,104.0,1,23,0.3747,False,h1_chunk_000,,,
2520,104.0,0,-1,0.4288,True,h1_chunk_000,,,
2525,115.0,1,24,0.1758,False,h1_chunk_000,,,
2525,104.0,0,9,0.2679,False,h1_chunk_000,,,
2525,104.0,1,29,0.3524,False,h1_chunk_000,,,
2525,103.0,0,6,0.0893,False,h1_chunk_000,,,
2535,114.0,0,20,0.1422,False,h1_chunk_000,,,
2535,110.0,0,-1,0.3202,True,h1_chunk_000,,,
2535,103.0,1,23,0.2937,False,h1_chunk_000,,,
2535,109.0,1,-1,0.3279,True,h1_chunk_000,,,
2535,142.0,1,30,0.6671,False,h1_chunk_000,,,
2535,131.0,1,29,0.6213,False,h1_chunk_000,,,
2545,116.0,1,20,0.259,False,h1_chunk_000,,,
2545,100.0,0,-1,0.3161,True,h1_chunk_000,,,
